Sentence,Tense,Verb,NER Tag,encode_sent
Paul Douglas,0,None,"0,0","0, 3869, 15340, 2"
yes,0,None,0,"0, 506, 2"
no good,0,None,"0,0","0, 286, 455, 2"
why not,0,None,"0,0","0, 601, 419, 2"
no Adam you just shoot,1,shoot,"0,0,0,0,1","0, 286, 1834, 273, 458, 3595, 2"
you don't hit anybody with it,1,don't,"0,1,0,3,0,0,0","0, 266, 358, 309, 1467, 2150, 392, 290, 2"
you're not big enough,1,re,"0,4,0,0,0","0, 266, 375, 419, 535, 1166, 2"
you can't wear it tomorrow,1,can't,"0,7,0,3,0,0","0, 266, 377, 309, 1094, 290, 1596, 2"
simply wear it,1,wear,"0,0,0,1,0","0, 87, 6251, 459, 1094, 290, 2"
what,0,None,0,"0, 312, 2"
be cold,1,be,"3,0","0, 509, 1283, 2"
what is cold,1,is,"0,1,0","0, 312, 328, 1283, 2"
coffee,0,None,0,"0, 4740, 2"
where are you going,1,are,"0,1,0,6","0, 442, 385, 273, 497, 2"
well don't you like your coffee hot,1,don't,"0,1,0,0,3,0,0,0","0, 492, 358, 309, 273, 349, 345, 1411, 1063, 2"
you don't drink cold coffee until summer time,1,don't,"0,1,0,3,0,0,0,0,0","0, 266, 358, 309, 887, 1283, 1411, 1662, 2215, 627, 2"
all up,0,None,"0,0","0, 365, 403, 2"
throw it away now,1,throw,"1,0,0,0","0, 2187, 290, 785, 508, 2"
no,0,None,0,"0, 286, 2"
well why don't you put those three back,1,don't,"0,0,1,0,0,3,0,0,0","0, 492, 793, 358, 309, 273, 416, 594, 924, 511, 2"
put the coffee cups back,1,put,"1,0,0,0,0","0, 676, 272, 1411, 2481, 511, 2"
I'll hold them here,3,ll,"0,6,3,0,0","0, 45, 436, 904, 495, 402, 2"
wait don't you unscrew it first,1,don't,"1,1,0,0,3,0,0","0, 1131, 358, 309, 273, 5914, 290, 838, 2"
no not that one,0,None,"0,0,0,0","0, 286, 419, 296, 383, 2"
the green one,0,None,"0,0,0","0, 321, 1033, 383, 2"
no not that one,0,None,"0,0,0,0","0, 286, 419, 296, 383, 2"
the green one,0,None,"0,0,0","0, 321, 1033, 383, 2"
no no,0,None,"0,0","0, 286, 361, 2"
the other one,0,None,"0,0,0","0, 321, 617, 383, 2"
mhm,0,None,0,"0, 554, 2"
the green one,0,None,"0,0,0","0, 321, 1033, 383, 2"
that's pink,1,s,"0,4,0","0, 363, 279, 1786, 2"
oh what is that,1,is,"0,0,1,0","0, 332, 339, 328, 296, 2"
derrick,0,None,0,"0, 30718, 2"
I wouldn't put it on with blocks in it,1,wouldn't,"0,7,0,3,0,0,0,0,0,0","0, 45, 1485, 309, 416, 290, 307, 392, 1482, 318, 290, 2"
don't want what,1,don't,"1,0,3,0","0, 629, 309, 427, 339, 2"
you simply don't want what,1,don't,"0,0,1,0,3,0","0, 266, 14079, 358, 309, 427, 339, 2"
want beans in there,1,want,"1,0,0,0","0, 1079, 2271, 318, 386, 2"
how did you know there are beans in there,2,did,"0,2,0,3,0,1,0,0,0","0, 467, 407, 273, 378, 386, 385, 2271, 318, 386, 2"
no they don't come out,1,don't,"0,0,1,0,3,0","0, 286, 412, 358, 309, 553, 428, 2"
you heard something,2,heard,"0,2,0","0, 266, 1897, 619, 2"
I had plenty,2,had,"0,2,0","0, 45, 630, 3727, 2"
what is that,1,is,"0,1,0","0, 312, 328, 296, 2"
sounded like Thursday tow truck like that,2,sounded,"2,0,0,0,0,0,0","0, 13448, 349, 2949, 5604, 971, 349, 296, 2"
maybe somebody hadta stop suddenly,2,hadta,"0,0,2,3,0","0, 882, 1501, 2029, 1284, 6921, 2"
where did what go,2,did,"0,2,0,3","0, 442, 407, 339, 316, 2"
espresso,0,None,"0,0","0, 297, 16088, 2"
did you find it,2,did,"2,0,3,0","0, 546, 273, 804, 290, 2"
no you had juice in your espresso,2,had,"0,0,2,0,0,0,0","0, 286, 273, 630, 883, 318, 345, 16812, 2"
you're making trains,1,re,"0,4,5,0","0, 266, 375, 1285, 4718, 2"
I'm not going any place,1,m,"0,4,0,5,0,0","0, 45, 488, 419, 497, 520, 1465, 2"
oh you're going to do that puzzle,3,re going to,"0,0,4,5,0,3,0,0","0, 332, 273, 375, 497, 302, 299, 296, 1800, 2"
nobody wants to touch it,1,wants,"0,1,0,3,0","0, 3364, 1104, 302, 1190, 290, 2"
did you say excuse me please,2,did,"2,0,3,1,0,0","0, 546, 273, 460, 3229, 376, 909, 2"
what's the cow's name,1,s,"0,4,0,0,0,0","0, 312, 279, 272, 1062, 279, 766, 2"
oh the cow's name is Adam,1,is,"0,0,0,0,0,1,0","0, 332, 272, 1062, 279, 766, 328, 1834, 2"
you,0,None,0,"0, 266, 2"
you're not funny,1,re,"0,4,0,0","0, 266, 375, 419, 962, 2"
those are carrots,1,are,"0,1,0","0, 1144, 385, 2403, 2"
it goes there,1,goes,"0,1,0","0, 274, 759, 386, 2"
that's what,1,s,"0,4,0","0, 363, 279, 339, 2"
it's on the floor,1,s,"0,4,0,0,0","0, 274, 279, 307, 272, 1191, 2"
okay,0,None,0,"0, 367, 2"
Adam look up on the ceiling,1,look,"0,1,0,0,0,0","0, 2637, 415, 403, 307, 272, 5405, 2"
I see something up on the ceiling,1,see,"0,1,0,0,0,0,0","0, 45, 384, 619, 403, 307, 272, 5405, 2"
what do you see,1,do,"0,1,0,3","0, 312, 299, 273, 384, 2"
yes,0,None,0,"0, 506, 2"
you what,0,None,"0,0","0, 266, 339, 2"
you like tree,1,like,"0,1,0","0, 266, 349, 1314, 2"
it sounded like busy,2,sounded,"0,2,0,0","0, 274, 4929, 349, 2555, 2"
why are you doing that,1,are,"0,1,0,5,0","0, 601, 385, 273, 593, 296, 2"
alright,0,None,0,"0, 671, 2"
it'll be ready soon,3,ll,"0,6,3,0,0","0, 274, 436, 372, 974, 1938, 2"
what,0,None,0,"0, 312, 2"
no no it's hot,1,s,"0,0,0,4,0","0, 286, 361, 290, 279, 1063, 2"
oh yes,0,None,"0,0","0, 332, 860, 2"
what am I doing,1,am,"0,1,0,5","0, 312, 1310, 322, 593, 2"
I'm folding diapers,1,m,"0,4,5,0","0, 45, 488, 13427, 3959, 2"
yes for Adam,0,None,"0,0,0","0, 506, 397, 1834, 2"
a diaper,0,None,"0,0","0, 69, 1780, 2"
I hear you,1,hear,"0,1,0","0, 45, 960, 273, 2"
what do you do for hiccups Adam,1,do,"0,1,0,3,0,0,0","0, 312, 299, 273, 299, 397, 7463, 1834, 2"
what you doing Adam,0,None,"0,0,5,0","0, 312, 273, 593, 1834, 2"
what's that,1,s,"0,4,0","0, 312, 279, 296, 2"
who's over in the meadow,1,s,"0,4,0,0,0,0","0, 478, 279, 521, 318, 272, 8651, 2"
yes,0,None,0,"0, 506, 2"
what is it,1,is,"0,1,0","0, 312, 328, 290, 2"
what are these,1,are,"0,1,0","0, 312, 385, 596, 2"
would you like some cookies,1,would,"7,0,3,0,0","0, 954, 273, 349, 430, 1308, 2"
yahoo,0,None,0,"0, 32294, 2"
what was that word honey,2,was,"0,2,0,0,0","0, 312, 405, 296, 1504, 925, 2"
was that like her,2,was,"2,0,0,0","0, 1410, 296, 349, 470, 2"
just move Bobo out of your way,1,move,"0,1,0,0,0,0,0","0, 799, 1227, 7029, 428, 340, 345, 656, 2"
fish swim in the water with you,1,swim,"0,1,0,0,0,0,0","0, 2378, 1412, 318, 272, 746, 392, 273, 2"
where are some fish,1,are,"0,1,0,0","0, 442, 385, 430, 1225, 2"
where,0,None,0,"0, 442, 2"
down there,0,None,"0,0","0, 2030, 386, 2"
what kind of fish,0,None,"0,0,0,0","0, 312, 549, 340, 1225, 2"
red fish,0,None,"0,0","0, 930, 1225, 2"
what other kind of fish,0,None,"0,0,0,0,0","0, 312, 617, 549, 340, 1225, 2"
you're swimming,1,re,"0,4,5","0, 266, 375, 2124, 2"
you're not swimming now,1,re,"0,4,0,5,0","0, 266, 375, 419, 2124, 508, 2"
alright,0,None,0,"0, 671, 2"
that's enough,1,s,"0,4,0","0, 363, 279, 1166, 2"
no I'll get you a spoon,3,ll,"0,0,6,3,0,0,0","0, 286, 322, 436, 394, 273, 265, 898, 2"
just leave that there,1,leave,"0,1,0,0","0, 799, 1259, 296, 386, 2"
come on,1,come,"1,0","0, 528, 307, 2"
you what,0,None,"0,0","0, 266, 339, 2"
oh you're going to drop them out,3,re going to,"0,0,4,5,0,3,0,0","0, 332, 273, 375, 497, 302, 2487, 495, 428, 2"
don't hurry,1,don't,"1,0,3","0, 629, 309, 3174, 2"
why not,0,None,"0,0","0, 601, 419, 2"
what,0,None,0,"0, 312, 2"
isn't it Chippewa,1,isn't,"0,1,0,0,0,0,0","0, 1670, 309, 290, 806, 443, 1313, 69, 2"
I never heard of a thing,2,heard,"0,0,2,0,0,0","0, 45, 1143, 1897, 340, 265, 532, 2"
over in the fish house,0,None,"0,0,0,0,0","0, 2083, 318, 272, 1225, 713, 2"
what did you have in the fish house,2,did,"0,2,0,3,0,0,0,0","0, 312, 407, 273, 381, 318, 272, 1225, 713, 2"
little fish house,0,None,"0,0,0","0, 1640, 1225, 713, 2"
no Adam you take one,1,take,"0,0,0,1,0","0, 286, 1834, 273, 577, 383, 2"
alright,0,None,0,"0, 671, 2"
take two,1,take,"1,0","0, 1363, 659, 2"
yes you have some yourself,1,have,"0,0,1,0,0","0, 506, 273, 381, 430, 1300, 2"
eat what,1,eat,"1,0","0, 425, 339, 2"
what,0,None,0,"0, 312, 2"
poor,0,None,0,"0, 2719, 2"
poor what,0,None,"0,0","0, 2719, 339, 2"
oh poor little fellow,0,None,"0,0,0,0","0, 332, 2474, 439, 5156, 2"
what do you want some more of,1,do,"0,1,0,3,0,0,0","0, 312, 299, 273, 427, 430, 525, 340, 2"
do you want some more cookies,1,do,"1,0,3,0,0,0","0, 410, 273, 427, 430, 525, 1308, 2"
Adam what did I tell you about that,2,did,"0,0,2,0,3,0,0,0","0, 2637, 339, 407, 322, 621, 273, 482, 296, 2"
if you wanna step on somebody's foot then get Bobo and step on him,1,wanna,"0,0,1,3,0,0,0,0,0,1,0,0,1,0,0","0, 426, 273, 423, 2306, 307, 1501, 279, 986, 541, 394, 7029, 329, 2306, 307, 502, 2"
then get Bobo and step on him,1,get,"0,1,0,0,1,0,0","0, 1070, 394, 7029, 329, 2306, 307, 502, 2"
step on him,1,step,"1,0,0","0, 6650, 307, 502, 2"
you're too big,1,re,"0,4,0,0","0, 266, 375, 498, 535, 2"
well then you're too big to step on anybody,1,re,"0,0,0,4,0,0,0,3,0,0","0, 492, 541, 273, 375, 498, 535, 302, 2306, 307, 2150, 2"
do you do you see the doggie back there,1,look,"1,0,1,0,3,0,0,0,0","0, 410, 273, 299, 273, 384, 272, 1407, 511, 386, 2"
did he bite you,2,did,"2,0,3,0","0, 546, 301, 1236, 273, 2"
look on the back of Bozo,1,s,"1,0,0,0,0,0","0, 457, 307, 272, 511, 340, 7385, 2"
oh he's looking happy,1,s,"0,0,4,5,0","0, 332, 301, 279, 1095, 1377, 2"
Adam Smith,0,None,"0,0","0, 2637, 8913, 2"
how many cookies do you have over there,1,do,"0,0,0,1,0,3,0,0","0, 467, 907, 1308, 299, 273, 381, 521, 386, 2"
fourteen,0,None,0,"0, 10449, 2"
because you'll break it,3,ll,"0,0,6,3,0","0, 1066, 273, 436, 1043, 290, 2"
no,0,None,0,"0, 286, 2"
where's your cup,1,s,"0,4,0,0","0, 442, 279, 345, 853, 2"
Adam what are you doing,1,are,"0,0,1,0,5","0, 2637, 339, 385, 273, 593, 2"
Adam what are you doing,1,are,"0,0,1,0,5","0, 2637, 339, 385, 273, 593, 2"
I think he said here we go,1,think,"0,1,0,2,0,0,1","0, 45, 399, 301, 600, 402, 331, 316, 2"
he said here we go,2,said,"0,2,0,0,1","0, 262, 600, 402, 331, 316, 2"
here we go,1,go,"0,0,1","0, 355, 331, 316, 2"
he's sleeping,1,s,"0,4,5","0, 262, 279, 2051, 2"
I been chug,0,None,"0,8,0","0, 45, 984, 6312, 2"
I've been chugging I guess,1,ve,"0,4,8,5,0,0,1","0, 45, 749, 984, 1057, 15877, 322, 1020, 2"
you're turned over,1,re,"0,4,8,0","0, 266, 375, 2368, 521, 2"
you're not tired now,1,re,"0,4,0,0,0","0, 266, 375, 419, 1516, 508, 2"
you're just crying,1,re,"0,4,0,5","0, 266, 375, 458, 2207, 2"
you have some,1,have,"0,1,0","0, 266, 381, 430, 2"
would you ask him,1,would,"7,0,1,0","0, 954, 273, 1263, 502, 2"
would you ask him if he'd like some more,1,would,"7,0,1,0,0,0,7,3,0,0","0, 954, 273, 1263, 502, 518, 301, 718, 349, 430, 525, 2"
if he'd like some more,1,d,"0,3,0,7,0,0","0, 426, 301, 718, 349, 430, 525, 2"
like some ones,0,None,"0,0,0","0, 929, 430, 1202, 2"
he doesn't want a cookie,1,doesn't,"0,1,0,3,0,0","0, 262, 644, 309, 427, 265, 1046, 2"
after you've had your dirty fingers all over it,1,ve,"0,0,4,8,0,0,0,0,0,0","0, 2359, 273, 749, 630, 345, 1591, 1746, 432, 521, 290, 2"
take it out of your mouth and just pretend,1,take,"1,0,0,0,0,0,0,0,1","0, 1363, 290, 428, 340, 345, 813, 329, 458, 1215, 2"
just pretend,1,pretend,"0,1","0, 799, 1215, 2"
when you pretend you don't put it in,1,pretend,"0,0,1,0,1,0,3,0,0","0, 952, 273, 1215, 273, 358, 309, 416, 290, 318, 2"
you don't put it in,1,don't,"0,1,0,3,0,0","0, 266, 358, 309, 416, 290, 318, 2"
how many doughnuts do you have,1,do,"0,0,0,1,0,3","0, 467, 907, 7533, 299, 273, 381, 2"
nobody simply asked you to put doughnuts the library,2,asked,"0,0,2,0,0,3,0,0,0","0, 3364, 14079, 1893, 273, 302, 416, 7533, 272, 3705, 2"
how many cats,0,None,"0,0,0","0, 467, 907, 2667, 2"
three cats,0,None,"0,0","0, 1740, 2667, 2"
well don't do it on that,1,don't,"0,1,0,3,0,0,0","0, 492, 358, 309, 299, 290, 307, 296, 2"
you write on paper Adam,1,write,"0,1,0,0,0","0, 266, 1330, 307, 1243, 1834, 2"
you can't since write on paper,1,can't,"0,7,0,0,3,0,0","0, 266, 377, 309, 2399, 1330, 307, 1243, 2"
funny like what,0,None,"0,0,0","0, 5551, 349, 339, 2"
before what,0,None,"0,0","0, 3665, 339, 2"
before me,0,None,"0,0","0, 3665, 376, 2"
you woke up at fourteen o'clock,2,woke,"0,2,0,0,0,0,0,0","0, 266, 4218, 403, 396, 5810, 295, 11, 2370, 2"
I'd like to know what time fourteen o'clock is,1,d,"0,7,3,0,3,0,0,0,0,0,0,1","0, 45, 718, 349, 302, 378, 339, 627, 5810, 295, 11, 2370, 328, 2"
what time fourteen o'clock is,1,is,"0,0,0,0,0,0,1","0, 312, 627, 5810, 295, 11, 2370, 328, 2"
my clock only goes to twelve,1,goes,"0,0,0,1,0,0","0, 450, 1741, 1089, 759, 302, 3362, 2"
now what kind of clock do you have that goes to nineteen,1,do,"0,0,0,0,0,1,0,3,0,1,0,0","0, 330, 339, 549, 340, 1741, 299, 273, 381, 296, 759, 302, 5407, 2"
that goes to nineteen,1,goes,"0,1,0,0","0, 363, 759, 302, 5407, 2"
oh it goes to fourteen,1,goes,"0,0,1,0,0","0, 332, 290, 759, 302, 5810, 2"
I don't think he knows that,1,don't,"0,1,0,3,0,1,0","0, 45, 358, 309, 399, 301, 1483, 296, 2"
he knows that,1,knows,"0,1,0","0, 262, 1483, 296, 2"
oh well I look at the watch,1,look,"0,0,0,1,0,0,0","0, 332, 868, 322, 415, 396, 272, 1004, 2"
Adam how do you know,1,do,"0,0,1,0,3","0, 2637, 561, 299, 273, 378, 2"
you're not spaghetti,1,re,"0,4,0,0","0, 266, 375, 419, 1611, 2"
what are you,1,are,"0,1,0","0, 312, 385, 273, 2"
spaghetti on your leg,0,None,"0,0,0,0","0, 3559, 307, 345, 1869, 2"
don't let it fall,1,don't,"1,0,3,0,3","0, 629, 309, 538, 290, 1048, 2"
because you'll spill it,3,ll,"0,0,6,3,0","0, 1066, 273, 436, 1983, 290, 2"
here me comes,1,comes,"0,0,1","0, 355, 376, 1117, 2"
what happened to I,2,happened,"0,2,0,0","0, 312, 917, 302, 322, 2"
what noise,0,None,"0,0","0, 312, 1390, 2"
no more,0,None,"0,0","0, 286, 525, 2"
I think you've had enough,1,think,"0,1,0,4,8,0","0, 45, 399, 273, 749, 630, 1166, 2"
you've had enough,1,ve,"0,4,8,0","0, 266, 749, 630, 1166, 2"
no I've had enough and I think you've had enough too,1,ve,"0,0,4,8,0,0,0,1,0,4,8,0,0","0, 286, 322, 749, 630, 1166, 329, 322, 399, 273, 749, 630, 1166, 498, 2"
and I think you've had enough too,1,think,"0,0,1,0,4,8,0,0","0, 347, 322, 399, 273, 749, 630, 1166, 498, 2"
you've had enough too,1,ve,"0,4,8,0,0","0, 266, 749, 630, 1166, 498, 2"
oh no I've finished mine,2,ve,"0,0,0,4,8,0","0, 332, 361, 322, 749, 1535, 1871, 2"
you may have some water,1,may,"0,7,1,0,0","0, 266, 1719, 381, 430, 746, 2"
you don't want some water,1,don't,"0,1,0,3,0,0","0, 266, 358, 309, 427, 430, 746, 2"
you don't wanna like water,1,don't,"0,1,0,3,3,0","0, 266, 358, 309, 423, 349, 746, 2"
oh you want another water,1,want,"0,0,1,0,0","0, 332, 273, 427, 754, 746, 2"
it's good for you,1,s,"0,4,0,0,0","0, 274, 279, 455, 397, 273, 2"
you're burned no more,1,re,"0,4,8,0,0","0, 266, 375, 6005, 361, 525, 2"
son,0,None,0,"0, 5213, 2"
grandson,0,None,"0,0","0, 10544, 5213, 2"
what about grandson,0,None,"0,0,0","0, 312, 482, 15815, 2"
whose grandson are you,1,are,"0,0,1,0","0, 2301, 15815, 385, 273, 2"
you're not grandson you're Adam,1,re,"0,4,0,0,0,4,0","0, 266, 375, 419, 15815, 273, 375, 1834, 2"
well you must be somebody's grandson,1,must,"0,0,7,3,0,0,0","0, 492, 273, 1200, 372, 1501, 279, 15815, 2"
whose grandson are you,1,are,"0,0,1,0","0, 2301, 15815, 385, 273, 2"
thank you,1,thank,"1,0","0, 764, 273, 2"
Adam don't throw those,1,don't,"0,1,0,3,0","0, 2637, 358, 309, 1037, 594, 2"
remember,1,remember,1,"0, 1238, 2"
yes,0,None,0,"0, 506, 2"
you don't wanna remember,1,don't,"0,1,0,3,3","0, 266, 358, 309, 423, 773, 2"
baseball,0,None,0,"0, 8042, 2"
baseball,0,None,0,"0, 8042, 2"
you stepped on your cowboy hat,2,stepped,"0,2,0,0,0,0","0, 266, 5890, 307, 345, 3640, 978, 2"
be careful,1,be,"3,0","0, 509, 1471, 2"
here it is,1,is,"0,0,1","0, 355, 290, 328, 2"
what happened,2,happened,"0,2","0, 312, 917, 2"
what happened,2,happened,"0,2","0, 312, 917, 2"
you hit who,2,hit,"0,2,0","0, 266, 1467, 592, 2"
ask Cromer if he wants some coffee,1,ask,"1,0,0,0,1,0,0","0, 1454, 4552, 518, 301, 1104, 430, 1411, 2"
if he wants some coffee,1,wants,"0,0,1,0,0","0, 426, 301, 1104, 430, 1411, 2"
some what,0,None,"0,0","0, 1218, 339, 2"
did you ask Cromer if he wants some,2,did,"2,0,1,0,0,0,1,0","0, 546, 273, 1263, 4552, 518, 301, 1104, 430, 2"
if he wants some,1,wants,"0,0,1,0","0, 426, 301, 1104, 430, 2"
did you ask him if he'd like some coffee,2,did,"2,0,3,0,0,0,7,3,0,0","0, 546, 273, 1263, 502, 518, 301, 718, 349, 430, 1411, 2"
if he'd like some coffee,2,d,"0,0,7,3,0,0","0, 426, 301, 718, 349, 430, 1411, 2"
okay thank you,1,thank,"0,1,0","0, 367, 1157, 273, 2"
look,1,look,1,"0, 457, 2"
how do you know that's coffee,1,do,"0,1,0,3,0,4,0","0, 467, 299, 273, 378, 296, 279, 1411, 2"
that's coffee,1,s,"0,4,0","0, 363, 279, 1411, 2"
what are you writing,1,are,"0,1,0,5","0, 312, 385, 273, 3035, 2"
Captain Kangaroo,0,None,"0,0","0, 16117, 22578, 2"
what does Captain Kangaroo write,1,does,"0,1,0,0,3","0, 312, 462, 7320, 22578, 1330, 2"
oh he writes with a pencil,1,writes,"0,0,1,0,0,0","0, 332, 301, 9116, 392, 265, 2746, 2"
what,0,None,0,"0, 312, 2"
that's green,1,s,"0,4,0","0, 363, 279, 1033, 2"
you need some,1,need,"0,1,0","0, 266, 664, 430, 2"
why don't you sit down there on the floor and write okay,1,don't,"0,1,0,0,3,0,0,0,0,0,0,1,0","0, 601, 358, 309, 273, 726, 483, 386, 307, 272, 1191, 329, 1330, 533, 2"
you're Adam,1,re,"0,4,0","0, 266, 375, 1834, 2"
I won't step on your candy,3,won't,"0,9,0,3,0,0,0","0, 45, 817, 309, 2306, 307, 345, 2478, 2"
wait Adam,1,wait,"1,0","0, 1131, 1834, 2"
now you've spilled a whole cup of sugar almost,1,ve,"0,0,4,8,0,0,0,0,0,0","0, 330, 273, 749, 4172, 265, 1204, 853, 340, 1888, 1423, 2"
would you like one cookie Adam,1,would,"7,0,3,0,0,0","0, 954, 273, 349, 383, 1046, 1834, 2"
two,0,None,0,"0, 1201, 2"
okay,0,None,0,"0, 367, 2"
do you see the post man,1,do,"1,0,3,0,0,0","0, 410, 273, 384, 272, 4604, 686, 2"
what,0,None,0,"0, 312, 2"
horn coming up,0,None,"0,5,0","0, 21704, 1315, 403, 2"
now what's the doggie doing,1,s,"0,0,4,0,0,5","0, 330, 339, 279, 272, 1407, 593, 2"
he's eating what all up,1,s,"0,4,5,0,0,0","0, 262, 279, 1074, 339, 432, 403, 2"
you're having spaghetti,1,re,"0,4,5,0","0, 266, 375, 1524, 1611, 2"
what is it,1,is,"0,1,0","0, 312, 328, 290, 2"
can you look in it,1,can,"7,0,1,0,0","0, 473, 273, 415, 318, 290, 2"
see you,1,see,"1,0","0, 584, 273, 2"
no you don't,1,don't,"0,0,1,0","0, 286, 273, 358, 309, 2"
go and ask Urs what you watch through a telescope,1,go,"1,0,1,0,0,0,1,0,0,0","0, 741, 329, 1263, 2937, 339, 273, 1004, 824, 265, 19533, 2"
ask Urs what you watch through a telescope,1,ask,"1,0,0,0,1,0,0,0","0, 1454, 2937, 339, 273, 1004, 824, 265, 19533, 2"
what you watch through a telescope,1,watch,"0,0,1,0,0,0","0, 312, 273, 1004, 824, 265, 19533, 2"
no close it and turn it over,1,close,"0,1,0,0,1,0,0","0, 286, 1136, 290, 329, 707, 290, 521, 2"
what were the magic words that Urs said,2,were,"0,2,0,0,0,0,0,2","0, 312, 623, 272, 3377, 1750, 296, 2937, 600, 2"
the magic words that Urs said,2,said,"0,0,0,0,0,2","0, 321, 3377, 1750, 296, 2937, 600, 2"
with a beard,0,None,"0,0,0","0, 1286, 265, 5450, 2"
turn it over,1,turn,"1,0,0","0, 1321, 290, 521, 2"
and say the magic words,1,say,"0,1,0,0,0","0, 347, 460, 272, 3377, 1750, 2"
what are the magic words,1,are,"0,1,0,0,0","0, 312, 385, 272, 3377, 1750, 2"
you didn't say the right magic words,2,didn't,"0,2,0,3,0,0,0,0","0, 266, 611, 309, 460, 272, 434, 3377, 1750, 2"
close it and try again,1,close,"1,0,0,1,0","0, 2189, 290, 329, 674, 691, 2"
try again,1,try,"1,0","0, 1393, 691, 2"
turn it over,1,turn,"1,0,0","0, 1321, 290, 521, 2"
now rub it,1,rub,"0,1,0","0, 330, 2647, 290, 2"
what are you doing,1,are,"0,1,0,5","0, 312, 385, 273, 593, 2"
what,0,None,0,"0, 312, 2"
put the cookies back on the table so Urs and Cromer can have some,1,put,"0,0,0,0,0,0,0,0,0,0,0,7,3,0","0, 676, 272, 1308, 511, 307, 272, 1018, 437, 2937, 329, 4552, 377, 381, 430, 2"
so Urs and Cromer can have some,1,can,"0,0,0,0,7,3,0","0, 513, 2937, 329, 4552, 377, 381, 430, 2"
Adam where are you going with the cookies,3,are you going,"0,0,1,0,5,0,0,0","0, 2637, 605, 385, 273, 497, 392, 272, 1308, 2"
mhm,0,None,0,"0, 554, 2"
under the chair with your telephone,0,None,"0,0,0,0,0,0","0, 2923, 272, 910, 392, 345, 2039, 2"
careful Adam did you hit Urs,2,did,"0,0,2,0,3,0","0, 2041, 1834, 407, 273, 1467, 2937, 2"
no you didn't hit me,2,didn't,"0,0,2,0,3,0","0, 286, 273, 611, 309, 1467, 376, 2"
she's funny,1,s,"0,4,0","0, 531, 279, 962, 2"
tractor,0,None,0,"0, 7721, 2"
your bunkhouse,0,None,"0,0","0, 1009, 17998, 2"
no it's over there,1,s,"0,0,4,0,0","0, 286, 290, 279, 521, 386, 2"
where's what,1,s,"0,4,0","0, 442, 279, 339, 2"
your washing machine,0,None,"0,0,0","0, 1009, 3874, 2999, 2"
is that what you said,1,is,"1,0,0,0,2","0, 281, 296, 339, 273, 600, 2"
what you said,2,said,"0,0,2","0, 312, 273, 600, 2"
I think it's behind the door,1,s,"0,1,0,4,0,0,0","0, 45, 399, 290, 279, 1443, 272, 993, 2"
behind the door,0,None,"0,0,0","0, 5645, 272, 993, 2"
in the box of toys behind you,0,None,"0,0,0,0,0,0,0","0, 268, 272, 901, 340, 885, 1443, 273, 2"
is it in there,1,is,"1,0,0,0","0, 281, 290, 318, 386, 2"
I thought you said it was in there,2,thought,"0,2,0,2,0,2,0,0","0, 45, 1006, 273, 600, 290, 405, 318, 386, 2"
you said it was in there,2,said,"0,2,0,2,0,0","0, 266, 600, 290, 405, 318, 386, 2"
it was in there,2,was,"0,2,0,0","0, 274, 405, 318, 386, 2"
you're looking for it,1,re,"0,4,5,0,0","0, 266, 375, 1095, 397, 290, 2"
there it is,1,is,"0,0,1","0, 461, 290, 328, 2"
right in my lap,0,None,"0,0,0,0","0, 476, 318, 510, 2328, 2"
that wasn't a dime,2,wasn't,"0,2,0,0,0","0, 363, 1148, 309, 265, 4393, 2"
that was a penny,2,wasn't,"0,2,0,0","0, 363, 405, 265, 3509, 2"
it's on the floor,1,s,"0,4,0,0,0","0, 274, 279, 307, 272, 1191, 2"
didn't you see the penny,2,didn't,"2,0,0,3,0,0","0, 2294, 309, 273, 384, 272, 3509, 2"
turn it over and say the magic words,1,turn,"1,0,0,0,1,0,0,0","0, 1321, 290, 521, 329, 460, 272, 3377, 1750, 2"
say the magic words,1,say,"1,0,0,0","0, 757, 272, 3377, 1750, 2"
is that right,1,is,"1,0,0","0, 281, 296, 434, 2"
did you turn it over,2,did,"2,0,3,0,0","0, 546, 273, 707, 290, 521, 2"
I don't know,1,don't,"0,1,0,3","0, 45, 358, 309, 378, 2"
you hafta ask Urs,1,hafta,"0,1,3,0","0, 266, 586, 1263, 2937, 2"
