Sentence,Tense,Verb,NER Tag
give it to me,1,give,"1,0,0,0"
no put it on the table,1,put,"0,1,0,0,0,0"
you may break it there,1,may,"0,7,3,0,0"
do you wanna have a birthday,1,do,"1,0,3,3,0,0"
in what,0,None,
oh you're going to let it cool on the stove,1,re going to,"0,4,5,0,3,0,3,0,0,0"
is that your stove,1,is,"1,0,0,0"
take him out,1,take,"1,0,0"
pull him out,1,pull,"1,0,0"
let me see,1,let,"1,0,3"
what about water,0,None,
how does the water get in here,1,does,"0,1,0,0,3,0,0"
I just put the driver in the back,2,put,"0,0,1,0,0,0,0,0"
drive what,1,drive,"1,0"
drive by Main Street,1,drive,"1,0,0,0"
you're so what,1,re,"4,0,0"
oh you're so tired,1,re,"0,4,0,0"
what about Urs and Cromer,0,None,
no no Adam,0,None,
no she doesn't wanna wear that hat,1,doesn't,"0,0,1,3,3,0,0"
that's a boy's hat,1,s,"4,0,0,0"
a little boy's hat,0,None,
yes and you're a little boy,1,re,"0,0,4,0,0,0"
you're not,1,re,"4,0"
what are you,1,are,"0,1,0"
you're Adam,1,re,"4,0"
Adam boy,0,None,
how about boy Adam,0,None,
oh it's cool now,1,s,"0,4,0,0"
it's not cool,1,s,"4,0,0"
why not,0,None,
let's cool that time,1,let's,"1,3,0,0"
you're going to wash dishes,1,re,"4,5,0,0,0"
well I'm afraid you're going to break the plate,1,m,"0,4,0,4,5,0,3,0,0"
you're going to break the plate,3,re going to,"4,5,0,3,0,0"
if you break it then I won't have one,1,break,"0,0,1,0,0,0,9,3,0"
then I won't have one,3,won't,"0,0,9,3,0"
what did you say,2,did,"0,2,0,3"
soxer,0,None,
let's go back in,1,let's,"1,3,0,0"
yes,0,None,
you're going to wait for me,3,re going to ,"4,5,0,3,0,0"
alright,0,None,
I'll come in,3,ll,"6,3,0"
now I'll wait for you to come in,3,ll,"0,6,3,0,0,0,3,0"
don't wait for you to come in,1,don't,"1,3,0,0,0,3,0"
why not,0,None,
because Urs is broken,1,is,"1,0,1,0"
how did she get broken,2,did,"0,2,0,1,0"
how did Urs get broken,2,did,"0,2,0,1,0"
broken on Thursday,0,None,
you're coming with your what,1,re,"4,5,0,0,0"
something to show you,0,None,"0,0,3,0"
no don't pull your rubbers like that,1,don't,"0,1,3,0,0,0,0"
no no,0,None,
well that's alright,1,s,"0,4,0"
you don't hafta wear it,1,don't,"0,1,3,3,0"
just don't pull your rubbers,1,don't,"0,1,3,0,0"
put what on,1,put,"1,0,0"
I see why you didn't wanna come in,1,see,"0,1,0,0,2,3,3,0"
why you didn't wanna come in,2,didn't,"0,0,2,3,3,0"
some child outside,0,None,
they're playing,1,re,"4,5"
they're playing,1,re,"4,5"
I don't think they're fighting,1,don't,"0,1,3,4,5"
they're fighting,1,re,"4,5"
I think they're just playing,1,think,"0,1,4,0,5"
they're just playing,1,re,"4,0,5"
going to do what,0,None,"5,0,3,0"
you're going to do what,3,re going to,"4,5,0,3,0"
what,0,None,
what is that,1,is,"0,1,0"
a word,0,None,
what does that word mean,1,does,"0,1,0,0,3"
we don't need lights on,1,don't,"0,1,3,0,0"
it's daytime Adam,1,s,"4,0,0"
we only need the lights on at night,1,need,"0,0,1,0,0,0,0,0"
because we have the sun,1,have,"0,0,1,0,0"
it's light enough without the electric light,1,s,"4,0,0,0,0,0,0"
electricity,0,None,
you're a derrick,1,re,"4,0,0"
I don't think they're fighting,1,don't,"0,1,3,4,5"
I think they're just playing,1,think,"0,1,4,0,5"
they're just playing,1,re,"4,0,5"
children outside,0,None,
more what,0,None,
no I don't think you need any more chocolate,1,don't,"0,0,1,3,0,3,0,0,0"
you need any more chocolate,1,need,"0,1,0,0,0"
well you still have your juice,1,have,"0,0,0,1,0,0"
okay,0,None,
no,0,None,
talk about what,1,talk,"1,0,0"
alright talk about it,1,talk,"0,1,0,0"
you're talking about the word,1,re,"4,5,0,0,0"
what does the word mean,1,does,"0,1,0,0,3"
it means dump you out,1,means,"0,1,1,0,0"
I don't know if it was pillow or Perro,1,don't,"0,1,3,0,0,2,0,0,0"
what'd I say,1,d,"4,0,3"
oh nothing of importance,0,None,"0,0,0,0"
no he didn't,2,didn't,"0,0,2"
did you show her your game Adam,2,did,"2,0,3,0,0,0,0"
one of those matching games and he knew it all ,1,knew,"0,0,0,0,0,0,0,2,0,0"
so he wasn't interested anymore,2,wasn't,"0,0,2,0,0"
no,0,None,
eat you cookie,1,eat,"1,0,0"
take the game and explain it to Ursula,1,take,"1,0,0,0,1,0,0,0"
and explain it to Ursula,1,explain,"0,1,0,0,0"
okay you're going to play with Urs,3,re going to,"0,4,5,0,3,0,0"
is that a b,1,is,"1,0,0,0"
there's one on the floor,1,s,"4,0,0,0,0"
they're firemen,1,re,"4,0"
where,0,None,
outside,0,None,
the children,0,None,
Adam,0,None,
I think you had more than two cookies,2,had,"0,1,0,2,0,0,0,0"
how many do you have,1,do,"0,0,1,0,3"
just two,0,None,
you're patting him,1,re,"4,5,0"
did he fly,2,did,"2,0,3"
go play the game with Urs,1,go,"1,3,0,0,0,0"
well I thought you were going to play the game,2,thought,"0,0,2,0,2,5,0,3,0,0"
you were going to play the game,2,were,"0,2,5,0,3,0,0"
well I can't change your diaper right now,1,can't,"0,0,7,3,0,0,0,0"
you should have told Mommy you hadta go upstairs,1,should,"0,7,3,9,0,0,2,3,0"
you hadta go upstairs,2,hadta,"0,2,3,0"
right,0,None,
why didn't you,2,didn't,"0,2,0"
yes why didn't you,2,didn't,"0,0,2,0"
I'll change your diaper later but not right now,3,ll,"6,3,0,0,0,0,0,0,0"
why did I say not right now,2,did,"0,2,0,3,0,0,0"
you have two,1,have,"0,1,0"
well I don't think you needta eat these,1,don't,"0,0,1,3,0,3,3,0"
I think you've had enough,1,think,"0,1,4,8,0"
you've had enough,1,ve,"4,8,0"
I'll put them up here for after lunch okay,3,ll,"6,3,0,0,0,0,0,0,0"
busy bulldozer,0,None,
snap you,1,snap,"1,0"
what do you mean snap you,1,do,"0,1,0,3,1,0"
eat it all up,1,eat,"1,0,0,0"
the cupcake,0,None,
no no don't put that in your mouth Adam,1,don't,"0,0,1,3,0,0,0,0,0"
take it out,1,take,"1,0,0"
no if he goes in there he can't see where he's going,1,goes,"0,0,0,1,0,0,0,7,3,0,4,5"
he can't see where he's going,1,can't,"0,7,3,0,4,5"
where he's going,1,s,"0,4,5"
no don't pull it,1,don't,"0,1,3,0"
what is this,1,is,"0,1,0"
his tail yes,0,None,
I suppose that's something to keep his tail up when he hops,1,suppose,"0,1,4,0,0,0,0,0,0,0,0,1"
that's something to keep his tail up when he hops,1,s,"4,0,0,0,0,0,0,0,0,1"
when he hops,1,hops,"0,0,0"
do you think he can hop to Missouri,1,do,"1,0,3,0,7,3,0,0"
he can hop to Missouri,1,can,"0,7,3,0,0"
oh I don't think so,1,don't,"0,0,1,3,0"
Missouri's such a long ways away,1,s,"4,0,0,0,0,0"
hello Adam,0,None,
talk to his mouth,1,talk,"1,0,0,0"
what is that in his mouth,1,is,"0,1,0,0,0,0"
yes he has a tongue,1,has,"0,0,1,0,0"
just like Adam,0,None,
he has two green eyes,1,has,"0,1,0,0,0"
just like Adam,0,None,
just like Mommy,0,None,
just like Urs Cromer,0,None,
she's a lady,1,s,"4,0,0"
yes she's Urs,1,s,"0,4,0"
you're drawing a shadow,1,re,"4,5,0,0"
Adam you dropped one over here dear,2,dropped,"0,0,2,0,0,0,0"
no careful,0,None,
you write with those pencils,1,write,"0,1,0,0,0"
thank you,1,thank,"1,0"
what color is this then,1,is,"0,0,1,0,0"
this is blue,1,is,"0,1,0"
that's not red,1,s,"4,0,0"
that's yellow,1,s,"4,0"
come and look at my pencil,1,come,"1,0,1,0,0,0"
look at my pencil,1,look,"1,0,0,0"
I've got something interesting on mine,1,ve,"4,8,0,0,0,0"
what is that,1,is,"0,1,0"
Bozo,0,None,
that's not Bozo,1,s,"4,0,0"
what's on there,1,s,"4,0,0"
star yes,0,None,
yes just like we saw on Captain_Kangaroo,2,saw,"0,0,0,0,2,0,0,0"
does your pencil have numbers,1,does,"1,0,0,3,0"
zero,0,None,
and what else,0,None,
in the basement,0,None,
it's for you,1,s,"4,0,0"
well what is it,1,is,"0,0,1,0"
did you finish drawing,2,did,"2,0,3,5"
okay you go back out and I'll bring your juice,1,go,"0,0,1,0,0,0,6,3,0,0"
and I'll bring your juice,3,ll,"0,6,3,0,0"
and I'll bring your juice,3,ll,"0,6,3,0,0"
skedaddle,0,None,
skedaddle,0,None,
it's a new word from one of his books,1,s,"4,0,0,0,0,0,0,0,0"
oh thank you,1,thank,"0,1,0"
is that a fireman,1,is,"1,0,0,0"
why don't you scoot out there and I'll come out in a minute okay,1,don't,"0,1,0,3,0,0,0,6,3,0,0,0,0,0"
and I'll come out in a minute okay,3,ll,"0,6,3,0,0,0,0,0"
did you draw,2,did,"2,0,3"
what did you draw on the cup,2,did,"0,2,0,3,0,0,0"
some what,0,None,
carby,0,None,
what's carby,1,s,"4,0"
cowboy,0,None,
what are you doing,1,are,"0,1,0,3"
good tasting what,0,None,"0,5,0"
why,0,None,
I don't know unless we just read Little Miss Muffet curds and whey,1,don't,"0,1,3,0,0,0,2,0,0,0,0,0,0"
we just read Little Miss Muffet curds and whey,2,read,"0,0,2,0,0,0,0,0,0"
what do you need,1,do,"0,1,0,3"
bring your cup ,1,bring,"1,0,0"
and I'll think about giving you some,3,ll,"0,6,3,0,5,0,0"
and I'll think about giving you some,3,ll,"0,6,3,0,5,0,0"
you stay out there,1,stay,"0,1,0,0"
well that's all you need,1,s,"0,4,0,0,1"
I did,2,did,"0,2"
you put a little chocolate and hot milk,1,put,"0,1,0,0,0,0,0,0"
it wasn't dancing,2,wasn't,"0,2,5"
like this,0,None,
tie what,1,tie,"1,0"
your tail,0,None,
where's your tail,1,s,"4,0,0"
in where,0,None,
in your ear,0,None,
where does it hurt,1,does,"0,1,0,0"
what,0,None,
your tail,0,None,
where,0,None,
that's no tail,1,s,"4,0,0"
a piece of string in your,0,None,"0,0,0,0,0,0"
nose,0,None,
airplane shoot who,1,shoot,"0,1,0"
I see you did,1,see,"0,1,0,2"
you did,2,did,"0,2"
you spilled a lot didn't you,2,spilled,"0,2,0,0,2,0"
didn't you,2,didn't you,"2,0"
hm,0,None,
I don't think there are any,1,don't,"0,1,3,0,1,0"
there are any,1,are,"0,1,0"
Thursday,0,None,
no I don't need any sugar thank you,1,don't,"0,0,1,3,0,0,1,0"
thank you,1,thank,"1,0"
Adam,0,None,
Adam no,0,None,
you scoot,0,None,
Adam no,0,None,
did you tell Urs about that lion that was in your bed last night,2,did,"2,0,3,0,0,0,0,2,0,0,0,0,0"
that was in your bed last night,2,was,"0,2,0,0,0,0,0"
I think you broke it,1,think,"0,1,0,2,0"
you broke it,2,broke,"0,2,0"
I don't know why you broke it,1,don't,"0,1,3,0,0,2,0"
why you broke it,2,broke,"0,0,2,0"
Adam I think you're missing your mouth,1,think,"0,0,1,4,5,0,0"
you're missing your mouth,1,re,"4,5,0,0"
look at your shirt,1,look,"1,0,0,0"
does it tickle,1,does,"1,0,3"
oh did you tell her what color the lion was,2,did,"0,2,0,3,0,0,0,0,0,2"
what color the lion was,2,was,"0,0,0,0,2"
what color was the lion,2,was,"0,0,2,0,0"
where are you Adam,1,are,"0,1,0,0"
do I want the lion to frighten me,1,do,"1,0,3,0,0,0,3,0"
no,0,None,
oh I don't like to be frightened,1,don't,"0,0,1,3,0,3,9"
we're going to turn the light on so you can see,3,re going to,"4,5,0,1,0,0,0,0,0,7,3"
what did we say about the light,2,did,"0,2,0,3,0,0,0"
I just took a nap before I came,2,took,"0,0,2,0,0,0,0,2"
before I came,2,came,"0,0,2"
took a nap just like Adam,2,took,"2,0,0,0,0,0"
you sing it for her,1,sing,"0,1,0,0,0"
you sing it for her,1,sing,"0,1,0,0,0"
oh no you have all the toys that were in there,1,have,"0,0,0,1,0,0,0,0,2,0,0"
all the toys that were in there,2,were,"0,0,0,0,2,0,0"
well they're over there behind the door,1,re,"0,4,0,0,0,0,0"
what did you say Adam,2,did,"0,2,0,3,0"
it's in your bed isn't it,1,s,"4,0,0,0,1,0"
you're looking for it,1,re,"4,5,0,0"
did you find it,2,did,"2,0,3,0"
what that piggie,0,None,
what's the piggie's name,1,s,"4,0,0,0"
did you tell Urs and Cromer about your trip on Saturday,2,did,"2,0,3,0,0,0,0,0,0,0,0"
when you went down to the Boston_Common,2,went,"0,0,2,0,0,0,0,0"
and what did you see,2,did,"0,0,2,0,3"
what,0,None,
pigs,0,None,
where did you see pigs,2,did,"0,2,0,3,0"
look like moto scooter,1,look,"1,0,0,0"
a motor scooter,0,None,
well what were those big things you saw,2,were,"0,0,2,0,0,0,0,2"
those big things you saw,2,saw,"0,0,0,0,2"
you know Saturday when we saw some children on the water and you saw some dogs and squirrels and what else,1,know,"0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0"
when we saw some children on the water and you saw some dogs and squirrels and what else,2,saw,"0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0"
and you saw some dogs and squirrels and what else,2,saw,"0,0,2,0,0,0,0,0,0,0"
another squirrel and what else,0,None,
what,0,None,
oh and what else,0,None,
what about the mirrors,0,None,
remember we saw those funny mirrors that you looked in,2,saw,"1,0,2,0,0,0,0,0,2,0"
that you looked in,2,looked,"0,0,2,0"
and you saw some big,2,saw,"0,0,2,0,0"
cows yes,0,None,
well don't put your knees down there on the bench,1,don't,"0,1,3,0,0,0,0,0,0,0"
well come here and let me see,1,come,"0,1,0,0,1,0,3"
let me see,1,let,"1,0,3"
you just rubbed on the bench,2,rubbed,"0,0,2,0,0,0,"
sometimes it hurts to do that,1,hurts,"0,0,1,0,3,0"
sleep in the chair there,1,sleep,"1,0,0,0,0"
no I thought you were sleeping,2,thought,"0,0,2,0,2,5"
you were sleeping,2,were,"0,2,5"
aren't you sleeping,1,aren't,"1,0,5"
no,0,None,
look at your shirt,1,look,"0,0,0,0"
what happened to your shirt,2,happened,"0,2,0,0,0"
you got some chocolate on it didn't you,2,got,"0,2,0,0,0,0,2,0"
didn't you,2,didn't,"2,0"
what,0,None,
because you spilled it,2,spilled,"0,0,2,0"
because you weren't careful,2,weren't,"0,0,2,0"
because you were careless,2,were,"0,0,2,0"
you were careless,2,were,"0,2,0"
here it is,1,is,"1,0,1"
no I don't want you to drink it,1,don't,"0,0,1,3,0,0,3,0"
because I'm going to drink it,3,m going to,"0,4,5,0,3,0"
because it's not good for little boys,1,s,"0,4,0,0,0,0,0"
yes ladies drink it,1,drink,"0,0,1,0"
no because you're a little boy,1,re,"0,0,4,0,0,0"
what happened to your popcorn,2,happened,"0,2,0,0,0"
it fell,2,fell,"0,2"
no it didn't,2,didn't,"0,0,2"
snack,0,None,
what did you do with your popcorn,2,did ,"0,2,0,3,0,0,0"
didn't you give some to the,2,didn't,"2,0,3,0,0,0"
pigeons,0,None,
did they like it,2,did,"2,0,3,0"
they're walking just like Adam,1,re,"4,6,0,0,0"
pineapple,0,None,
what about pineapple,0,None,
careful Adam,0,None,
no Adam careful,0,None,
I think it was a car,1,think,"0,1,0,2,0,0"
it was a car,2,was,"0,2,0,0"
perhaps it was turning the corner rather fast and it made that noise with its wheels,2,was,"0,0,2,5,0,0,0,0,0,0,2,0,0,0,0,0"
and it made that noise with its wheels,2,made,"0,0,2,0,0,0,0,0"
some people like to drive like that,1,like,"0,0,1,0,3,0,0"
only hit Adam,1,hit,"0,1,0"
oh no,0,None,
only they hafta be careful not to hit anybody,1,hafta,"0,0,1,3,0,0,0,3,0"
yes careful not to hit Mommy,1,hit,"0,0,0,0,3,0"
Mommy hasta be careful that she doesn't get hit,1,hasta,"0,1,3,0,0,0,1,3,8"
that she doesn't get hit,1,doesn't,"0,0,1,3,8"
Adam hasta be careful that he doesn't get hit either,1,hasta,"0,1,3,0,0,0,1,3,8,0"
that he doesn't get hit either,1,doesn't,"0,0,1,3,9,0"
it would hurt,1,would,"0,7,3"
because you don't like to get hurt do you,1,don't,"0,0,1,3,0,3,0,1,0"
you think you'd like to get hurt,1,think,"0,1,4,3,0,3,0"
you'd like to get hurt,1,d,"4,3,0,3,0"
then perhaps you'd hafta go to the hospital,1,d,"0,0,4,3,3,0,0,0"
yes Mommy would hafta leave you there,1,would,"0,0,7,3,3,0,0"
don't leave you,1,don't,"1,3,0"
well you hafta be careful not to get hit and not to get hurt,1,hafta,"0,0,1,3,0,0,0,1,8,0,0,0,3,0"
you hafta be careful when you play,1,hafta,"0,1,3,0,0,0,1"
well you should be careful,1,should,"0,0,7,3,0"
oh yes I want you to be careful,1,want,"0,0,0,1,0,0,3,0"
do I want you to touch that,1,want,"1,0,3,0,0,3,0"
no,0,None,
you're rocking your baby,1,re,"4,5,0,0"
Adam do you know why you like your blanket,1,do,"0,1,0,3,0,0,1,0,0"
yes it's blue,1,re,"0,4,0"
no the other one is yellow,1,is,"0,0,0,0,1,0"
Mommy has a yellow one,1,has,"0,1,0,0,0"
she has a blue one too,1,has,"0,1,0,0,0,0"
what's Urs doing,1,s,"4,0,5"
in what,0,None,
rock_a_bye Urs,0,None,
where's the moon,1,s,"4,0,0"
are you cold,1,are,"1,0,0"
yes but you shouldn't hit that should you,1,shouldn't,"0,0,0,7,3,0,7,0"
come on just a little more,1,come,"1,0,0,0,0,0"
your rocking chair walks when you rock,1,walks,"0,0,0,1,0,0,1"
sounds like a combination of throw and,1,sounds,"1,0,0,0,0,0,0"
squirrel,0,None,
let's see what's in here,1,let's,"1,3,4,0,0"
a squirrel,0,None,
well you let her see,1,let,"0,0,1,0,3"
she's going to show you something,3,s going to,"4,5,0,3,0,0"
would you like to have this letter,1,would,"7,0,3,0,3,0,0"
thank you,1,thank,"1,0"
that wasn't screaming,2,wasn't,"0,2,5"
he was just crying,2,was,"0,2,0,5"
one for you,0,None,
you missed somebody,2,missed,"0,2,0"
did Urs get one,2,did,"2,0,3,0"
what did you give her,2,did,"0,2,0,3,0"
is that shaving cream,1,is,"1,0,0,0"
let me see,1,let,"1,0,3"
oh you shave just like a man,1,shave,"0,0,1,0,0,0,0"
what is this I've got,1,is,"0,1,0,4,8"
I've got,1,ve,"4,8"
what is this,1,is,"0,1,0"
a sun,0,None,
what is that,1,is,"0,1,0"
no that's not Stripey,1,s,"0,4,0,0"
that's Colgate,1,s,"4,0"
no,0,None,
open it up Adam and see what's in it,1,open,"1,0,0,0,0,1,4,0,0"
and see what's in it,1,see,"0,1,4,0,0"
what's in it,1,s,"4,0,0"
no,0,None,
okay,0,None,
did you tell me what this was,2,did,"2,0,3,0,0,0,2"
what this was,2,was,"0,0,2"
do you know what that is,1,do,"1,0,3,0,0,1"
what that is,1,is,"0,0,1"
who was that little boy,2,was,"0,2,0,0,0"
his name,0,None,
what is that,1,is,"0,1,0"
bring some more,1,bring,"1,0,0"
I don't think she has any more,1,don't,"0,1,3,0,1,0,0"
she has any more,1,has,"0,1,0,0"
what are they,1,are,"0,1,0"
yes,0,None,
they are hangers,1,are,"0,1,0"
where does it go,1,does,"0,1,0,3"
do you know where that goes,1,does,"1,0,3,0,0,1"
where that goes,1,goes,"0,0,1"
where,0,None,
what do you do with those,1,do,"0,1,0,3,0,0"
you've finished with those,1,ve,"4,8,0,0"
wait wait,1,wait,"1,1"
finished what,2,finished,"2,0"
no I don't think it opens does it,1,don't,"0,0,1,3,0,1,1,0"
it opens does it,1,opens,"0,1,1,0"
does it ,1,does,"1,0"
show me please,1,show,"1,0,0"
you hafta stand up and do it,1,hafta,"0,1,3,0,0,3,0"
maybe you can fix it,1,can,"0,0,7,3,0"
can you try,1,can,"7,0,3"
please,0,None,
do you know what it is,1,do,"1,0,3,0,0,1"
what is it,1,is,"0,1,0"
come on fellow,1,come,"1,0,0"
bring it here ,1,bring,"1,0,0"
I'll turn it for you,3,ll,"6,3,0,0,0"
hm,0,None,
pick what up,1,pick,"1,0,0"
hold your hand way way up,1,hold,"1,0,0,0,0,0"
go high as you can,1,go,"1,0,0,0,7"
now let go,1,let,"0,1,3"
okay,0,None,
don't hold it with you,1,don't,"1,3,0,0,0"
well hold your hand way way up,1,hold,"0,1,0,0,0,0,0"
drop it down,1,drop,"1,0,0"
now pull it back up,1,pull,"0,1,0,0,0"
that's right,1,s,"4,0"
you're dumping ,1,re,"4,5"
he was dumping trash out,2,was,"0,2,5,0,0"
he was dumping trash out,2,was,"0,2,5,0,0"
that's your tie,1,s,"4,0,0"
can you tie your tie,1,can,"7,0,3,0,0"
no,0,None,
okay,0,None,
here's the string,1,s,"4,0,0"
yes it is turning around,1,is,"0,0,1,5,0"
it stopped,2,stopped,"0,2"
it feels a little like rubber I guess,1,feels,"0,1,0,0,0,0,0,1"
I don't think so,1,don't,"0,1,3,0"
I think it's all wood,1,think,"0,1,4,0,0"
it's all wood,1,s,"4,0,0"
but perhaps it's the paint,1,s,"0,0,4,0,0"
he comes,1,comes,"0,1"
he who,0,None,
he who,0,None,
hold your arm way up,1,hold,"1,0,0,0,0"
what is it,1,is,"0,1,0"
cardy,0,None,
what is that,1,is,"0,1,0"
a word,0,None,
I didn't understand the word,2,didn't,"0,2,3,0,0"
Adam,0,None,
don't be so rough,1,don't,"1,3,0,0"
okay let's go,1,let's,"0,1,3"
right here,0,None,
it's right here,1,s,"4,0,0"
drop it on you,1,drop,"1,0,0,0"
why,0,None,
why are you putting sugar in there,1,are,"0,1,0,5,0,0,0"
no more,0,None,
do you want more juice,1,do,"1,0,3,0,0"
how can a cracker cry,1,can,"0,7,0,0,3"
crackers can't talk,1,can't,"0,7,3"
you eat crackers,1,eat,"0,1,0"
how can crackers talk,1,can,"0,7,0,3"
can bread talk,1,can,"7,0,3"
can bread cry,1,can,"7,0,3"
what kind of juice did you have before,2,did,"0,0,0,0,2,0,3,0"
who can't,1,can't,"0,7"
hold your hand way up,1,hold,"0,0,0,0,0"
what did you do,2,did,"0,2,0,3"
I guess it is Shadow_Gay the horse's name again,1,guess,"0,0,0,1,0,0,0,0,0,0"
it is Shadow_Gay the horse's name again,1,is,"0,1,0,0,0,0,0,0"
