,Sentence,Tense,Verb,NER Tag
6926,talk about what,1,talk,"1,0,0"
6927,alright talk about it,1,talk,"0,1,0,0"
6928,you're talking about the word,1,re,"4,5,0,0,0"
6929,what does the word mean,1,does,"0,1,0,0,3"
6930,it means dump you out,1,means,"0,1,1,0,0"
6931,I don't know if it was pillow or Perro,1,don't,"0,1,3,0,0,2,0,0,0"
6932,what'd I say,1,d,"4,0,3"
6933,oh nothing of importance,0,None,"0,0,0,0"
6934,no he didn't,2,didn't,"0,0,2"
6935,did you show her your game Adam,2,did,"2,0,3,0,0,0,0"
6936,one of those matching games and he knew it all,1,knew,"0,0,0,0,0,0,0,2,0,0"
6937,so he wasn't interested anymore,2,wasn't,"0,0,2,0,0"
6938,no,0,None,0
6939,eat you cookie,1,eat,"1,0,0"
6940,take the game and explain it to Ursula,1,take,"1,0,0,0,1,0,0,0"
6941,and explain it to Ursula,1,explain,"0,1,0,0,0"
6942,okay you're going to play with Urs,3,re going to,"0,4,5,0,3,0,0"
6943,is that a b,1,is,"1,0,0,0"
6944,there's one on the floor,1,s,"4,0,0,0,0"
6945,they're firemen,1,re,"4,0"
6946,where,0,None,0
6947,outside,0,None,0
6948,the children,0,None,"0,0"
6949,Adam,0,None,0
6950,I think you had more than two cookies,2,had,"0,1,0,2,0,0,0,0"
6951,how many do you have,1,do,"0,0,1,0,3"
6952,just two,0,None,"0,0"
6953,you're patting him,1,re,"4,5,0"
6954,did he fly,2,did,"2,0,3"
6955,go play the game with Urs,1,go,"1,3,0,0,0,0"
6956,well I thought you were going to play the game,2,thought,"0,0,2,0,2,5,0,3,0,0"
6957,you were going to play the game,2,were,"0,2,5,0,3,0,0"
6958,well I can't change your diaper right now,1,can't,"0,0,7,3,0,0,0,0"
6959,you should have told Mommy you hadta go upstairs,1,should,"0,7,3,9,0,0,2,3,0"
6960,you hadta go upstairs,2,hadta,"0,2,3,0"
6961,right,0,None,0
6962,why didn't you,2,didn't,"0,2,0"
6963,yes why didn't you,2,didn't,"0,0,2,0"
6964,I'll change your diaper later but not right now,3,ll,"6,3,0,0,0,0,0,0,0"
6965,why did I say not right now,2,did,"0,2,0,3,0,0,0"
6966,you have two,1,have,"0,1,0"
6967,well I don't think you needta eat these,1,don't,"0,0,1,3,0,3,3,0"
6968,I think you've had enough,1,think,"0,1,4,8,0"
6969,you've had enough,1,ve,"4,8,0"
6970,I'll put them up here for after lunch okay,3,ll,"6,3,0,0,0,0,0,0,0"
6971,busy bulldozer,0,None,"0,0"
6972,snap you,1,snap,"1,0"
6973,what do you mean snap you,1,do,"0,1,0,3,1,0"
6974,eat it all up,1,eat,"1,0,0,0"
6975,the cupcake,0,None,"0,0"
6976,no no don't put that in your mouth Adam,1,don't,"0,0,1,3,0,0,0,0,0"
6977,take it out,1,take,"1,0,0"
6978,no if he goes in there he can't see where he's going,1,goes,"0,0,0,1,0,0,0,7,3,0,4,5"
6979,he can't see where he's going,1,can't,"0,7,3,0,4,5"
6980,where he's going,1,s,"0,4,5"
6981,no don't pull it,1,don't,"0,1,3,0"
6982,what is this,1,is,"0,1,0"
6983,his tail yes,0,None,"0,0,0"
6984,I suppose that's something to keep his tail up when he hops,1,suppose,"0,1,4,0,0,0,0,0,0,0,0,1"
6985,that's something to keep his tail up when he hops,1,s,"4,0,0,0,0,0,0,0,0,1"
6986,when he hops,1,hops,"0,0,0"
6987,do you think he can hop to Missouri,1,do,"1,0,3,0,7,3,0,0"
6988,he can hop to Missouri,1,can,"0,7,3,0,0"
6989,oh I don't think so,1,don't,"0,0,1,3,0"
6990,Missouri's such a long ways away,1,s,"4,0,0,0,0,0"
6991,hello Adam,0,None,"0,0"
6992,talk to his mouth,1,talk,"1,0,0,0"
6993,what is that in his mouth,1,is,"0,1,0,0,0,0"
6994,yes he has a tongue,1,has,"0,0,1,0,0"
6995,just like Adam,0,None,"0,0,0"
6996,he has two green eyes,1,has,"0,1,0,0,0"
6997,just like Adam,0,None,"0,0,0"
6998,just like Mommy,0,None,"0,0,0"
6999,just like Urs Cromer,0,None,"0,0,0,0"
7000,she's a lady,1,s,"4,0,0"
7001,yes she's Urs,1,s,"0,4,0"
7002,you're drawing a shadow,1,re,"4,5,0,0"
7003,Adam you dropped one over here dear,2,dropped,"0,0,2,0,0,0,0"
7004,no careful,0,None,"0,0"
7005,you write with those pencils,1,write,"0,1,0,0,0"
7006,thank you,1,thank,"1,0"
7007,what color is this then,1,is,"0,0,1,0,0"
7008,this is blue,1,is,"0,1,0"
7009,that's not red,1,s,"4,0,0"
7010,that's yellow,1,s,"4,0"
7011,come and look at my pencil,1,come,"1,0,1,0,0,0"
7012,look at my pencil,1,look,"1,0,0,0"
7013,I've got something interesting on mine,1,ve,"4,8,0,0,0,0"
7014,what is that,1,is,"0,1,0"
7015,Bozo,0,None,0
7016,that's not Bozo,1,s,"4,0,0"
7017,what's on there,1,s,"4,0,0"
7018,star yes,0,None,"0,0"
7019,yes just like we saw on Captain Kangaroo,2,saw,"0,0,0,0,2,0,0,0"
7020,does your pencil have numbers,1,does,"1,0,0,3,0"
7021,zero,0,None,0
7022,and what else,0,None,"0,0,0"
7023,in the basement,0,None,"0,0,0"
7024,it's for you,1,s,"4,0,0"
7025,well what is it,1,is,"0,0,1,0"
7026,did you finish drawing,2,did,"2,0,3,5"
7027,okay you go back out and I'll bring your juice,1,go,"0,0,1,0,0,0,6,3,0,0"
7028,and I'll bring your juice,3,ll,"0,6,3,0,0"
7029,and I'll bring your juice,3,ll,"0,6,3,0,0"
7030,skedaddle,0,None,0
7031,skedaddle,0,None,0
7032,it's a new word from one of his books,1,s,"4,0,0,0,0,0,0,0,0"
7033,oh thank you,1,thank,"0,1,0"
7034,is that a fireman,1,is,"1,0,0,0"
7035,why don't you scoot out there and I'll come out in a minute okay,1,don't,"0,1,0,3,0,0,0,6,3,0,0,0,0,0"
7036,and I'll come out in a minute okay,3,ll,"0,6,3,0,0,0,0,0"
7037,did you draw,2,did,"2,0,3"
7038,what did you draw on the cup,2,did,"0,2,0,3,0,0,0"
7039,some what,0,None,"0,0"
7040,carby,0,None,0
7041,what's carby,1,s,"4,0"
7042,cowboy,0,None,0
7043,what are you doing,1,are,"0,1,0,3"
7044,good tasting what,0,None,"0,5,0"
7045,why,0,None,0
7046,I don't know unless we just read Little Miss Muffet curds and whey,1,don't,"0,1,3,0,0,0,2,0,0,0,0,0,0"
7047,we just read Little Miss Muffet curds and whey,2,read,"0,0,2,0,0,0,0,0,0"
7048,what do you need,1,do,"0,1,0,3"
7049,bring your cup,1,bring,"1,0,0"
7050,and I'll think about giving you some,3,ll,"0,6,3,0,5,0,0"
7051,and I'll think about giving you some,3,ll,"0,6,3,0,5,0,0"
7052,you stay out there,1,stay,"0,1,0,0"
7053,well that's all you need,1,s,"0,4,0,0,1"
7054,I did,2,did,"0,2"
7055,you put a little chocolate and hot milk,1,put,"0,1,0,0,0,0,0,0"
7056,it wasn't dancing,2,wasn't,"0,2,5"
7057,like this,0,None,"0,0"
7058,tie what,1,tie,"1,0"
7059,your tail,0,None,"0,0"
7060,where's your tail,1,s,"4,0,0"
7061,in where,0,None,"0,0"
7062,in your ear,0,None,"0,0,0"
7063,where does it hurt,1,does,"0,1,0,0"
7064,what,0,None,0
7065,your tail,0,None,"0,0"
7066,where,0,None,0
7067,that's no tail,1,s,"4,0,0"
7068,a piece of string in your,0,None,"0,0,0,0,0,0"
7069,nose,0,None,0
7070,airplane shoot who,1,shoot,"0,1,0"
7071,I see you did,1,see,"0,1,0,2"
7072,you did,2,did,"0,2"
7073,you spilled a lot didn't you,2,spilled,"0,2,0,0,2,0"
7074,didn't you,2,didn't you,"2,0"
7075,hm,0,None,0
7076,I don't think there are any,1,don't,"0,1,3,0,1,0"
7077,there are any,1,are,"0,1,0"
7078,Thursday,0,None,0
7079,no I don't need any sugar thank you,1,don't,"0,0,1,3,0,0,1,0"
7080,thank you,1,thank,"1,0"
7081,Adam,0,None,0
7082,Adam no,0,None,"0,0"
7083,you scoot,0,None,"0,0"
7084,Adam no,0,None,"0,0"
7085,did you tell Urs about that lion that was in your bed last night,2,did,"2,0,3,0,0,0,0,2,0,0,0,0,0"
7086,that was in your bed last night,2,was,"0,2,0,0,0,0,0"
7087,I think you broke it,1,think,"0,1,0,2,0"
7088,you broke it,2,broke,"0,2,0"
7089,I don't know why you broke it,1,don't,"0,1,3,0,0,2,0"
7090,why you broke it,2,broke,"0,0,2,0"
7091,Adam I think you're missing your mouth,1,think,"0,0,1,4,5,0,0"
7092,you're missing your mouth,1,re,"4,5,0,0"
7093,look at your shirt,1,look,"1,0,0,0"
7094,does it tickle,1,does,"1,0,3"
7095,oh did you tell her what color the lion was,2,did,"0,2,0,3,0,0,0,0,0,2"
7096,what color the lion was,2,was,"0,0,0,0,2"
7097,what color was the lion,2,was,"0,0,2,0,0"
7098,where are you Adam,1,are,"0,1,0,0"
7099,do I want the lion to frighten me,1,do,"1,0,3,0,0,0,3,0"
7100,no,0,None,0
7101,oh I don't like to be frightened,1,don't,"0,0,1,3,0,3,9"
7102,we're going to turn the light on so you can see,3,re going to,"4,5,0,1,0,0,0,0,0,7,3"
7103,what did we say about the light,2,did,"0,2,0,3,0,0,0"
7104,I just took a nap before I came,2,took,"0,0,2,0,0,0,0,2"
7105,before I came,2,came,"0,0,2"
7106,took a nap just like Adam,2,took,"2,0,0,0,0,0"
7107,you sing it for her,1,sing,"0,1,0,0,0"
7108,you sing it for her,1,sing,"0,1,0,0,0"
7109,oh no you have all the toys that were in there,1,have,"0,0,0,1,0,0,0,0,2,0,0"
7110,all the toys that were in there,2,were,"0,0,0,0,2,0,0"
7111,well they're over there behind the door,1,re,"0,4,0,0,0,0,0"
7112,what did you say Adam,2,did,"0,2,0,3,0"
7113,it's in your bed isn't it,1,s,"4,0,0,0,1,0"
7114,you're looking for it,1,re,"4,5,0,0"
7115,did you find it,2,did,"2,0,3,0"
7116,what that piggie,0,None,"0,0,0"
7117,what's the piggie's name,1,s,"4,0,0,0"
7118,did you tell Urs and Cromer about your trip on Saturday,2,did,"2,0,3,0,0,0,0,0,0,0,0"
7119,when you went down to the Boston Common,2,went,"0,0,2,0,0,0,0,0"
7120,and what did you see,2,did,"0,0,2,0,3"
7121,what,0,None,0
7122,pigs,0,None,0
7123,where did you see pigs,2,did,"0,2,0,3,0"
7124,look like moto scooter,1,look,"1,0,0,0"
7125,a motor scooter,0,None,"0,0,0"
7126,well what were those big things you saw,2,were,"0,0,2,0,0,0,0,2"
7127,those big things you saw,2,saw,"0,0,0,0,2"
7128,you know Saturday when we saw some children on the water and you saw some dogs and squirrels and what else,1,know,"0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0"
7129,when we saw some children on the water and you saw some dogs and squirrels and what else,2,saw,"0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0"
7130,and you saw some dogs and squirrels and what else,2,saw,"0,0,2,0,0,0,0,0,0,0"
7131,another squirrel and what else,0,None,"0,0,0,0,0"
7132,what,0,None,0
7133,oh and what else,0,None,"0,0,0,0"
7134,what about the mirrors,0,None,"0,0,0,0"
7135,remember we saw those funny mirrors that you looked in,2,saw,"1,0,2,0,0,0,0,0,2,0"
7136,that you looked in,2,looked,"0,0,2,0"
7137,and you saw some big,2,saw,"0,0,2,0,0"
7138,cows yes,0,None,"0,0"
7139,well don't put your knees down there on the bench,1,don't,"0,1,3,0,0,0,0,0,0,0"
7140,well come here and let me see,1,come,"0,1,0,0,1,0,3"
7141,let me see,1,let,"1,0,3"
7142,you just rubbed on the bench,2,rubbed,"0,0,2,0,0,0"
7143,sometimes it hurts to do that,1,hurts,"0,0,1,0,3,0"
7144,sleep in the chair there,1,sleep,"1,0,0,0,0"
7145,no I thought you were sleeping,2,thought,"0,0,2,0,2,5"
7146,you were sleeping,2,were,"0,2,5"
7147,aren't you sleeping,1,aren't,"1,0,5"
7148,no,0,None,0
7149,look at your shirt,1,look,"0,0,0,0"
7150,what happened to your shirt,2,happened,"0,2,0,0,0"
7151,you got some chocolate on it didn't you,2,got,"0,2,0,0,0,0,2,0"
7152,didn't you,2,didn't,"2,0"
7153,what,0,None,0
7154,because you spilled it,2,spilled,"0,0,2,0"
7155,because you weren't careful,2,weren't,"0,0,2,0"
7156,because you were careless,2,were,"0,0,2,0"
7157,you were careless,2,were,"0,2,0"
7158,here it is,1,is,"1,0,1"
7159,no I don't want you to drink it,1,don't,"0,0,1,3,0,0,3,0"
7160,because I'm going to drink it,3,m going to,"0,4,5,0,3,0"
7161,because it's not good for little boys,1,s,"0,4,0,0,0,0,0"
7162,yes ladies drink it,1,drink,"0,0,1,0"
7163,no because you're a little boy,1,re,"0,0,4,0,0,0"
7164,what happened to your popcorn,2,happened,"0,2,0,0,0"
7165,it fell,2,fell,"0,2"
7166,no it didn't,2,didn't,"0,0,2"
7167,snack,0,None,0
7168,what did you do with your popcorn,2,did,"0,2,0,3,0,0,0"
7169,didn't you give some to the,2,didn't,"2,0,3,0,0,0"
7170,pigeons,0,None,0
7171,did they like it,2,did,"2,0,3,0"
7172,they're walking just like Adam,1,re,"4,6,0,0,0"
7173,pineapple,0,None,0
7174,what about pineapple,0,None,"0,0,0"
7175,careful Adam,0,None,"0,0"
7176,no Adam careful,0,None,"0,0,0"
7177,I think it was a car,1,think,"0,1,0,2,0,0"
7178,it was a car,2,was,"0,2,0,0"
7179,perhaps it was turning the corner rather fast and it made that noise with its wheels,2,was,"0,0,2,5,0,0,0,0,0,0,2,0,0,0,0,0"
7180,and it made that noise with its wheels,2,made,"0,0,2,0,0,0,0,0"
7181,some people like to drive like that,1,like,"0,0,1,0,3,0,0"
7182,only hit Adam,1,hit,"0,1,0"
7183,oh no,0,None,"0,0"
7184,only they hafta be careful not to hit anybody,1,hafta,"0,0,1,3,0,0,0,3,0"
7185,yes careful not to hit Mommy,1,hit,"0,0,0,0,3,0"
7186,Mommy hasta be careful that she doesn't get hit,1,hasta,"0,1,3,0,0,0,1,3,8"
7187,that she doesn't get hit,1,doesn't,"0,0,1,3,8"
7188,Adam hasta be careful that he doesn't get hit either,1,hasta,"0,1,3,0,0,0,1,3,8,0"
7189,that he doesn't get hit either,1,doesn't,"0,0,1,3,9,0"
7190,it would hurt,1,would,"0,7,3"
7191,because you don't like to get hurt do you,1,don't,"0,0,1,3,0,3,0,1,0"
7192,you think you'd like to get hurt,1,think,"0,1,4,3,0,3,0"
7193,you'd like to get hurt,1,d,"4,3,0,3,0"
7194,then perhaps you'd hafta go to the hospital,1,d,"0,0,4,3,3,0,0,0"
7195,yes Mommy would hafta leave you there,1,would,"0,0,7,3,3,0,0"
7196,don't leave you,1,don't,"1,3,0"
7197,well you hafta be careful not to get hit and not to get hurt,1,hafta,"0,0,1,3,0,0,0,1,8,0,0,0,3,0"
7198,you hafta be careful when you play,1,hafta,"0,1,3,0,0,0,1"
7199,well you should be careful,1,should,"0,0,7,3,0"
7200,oh yes I want you to be careful,1,want,"0,0,0,1,0,0,3,0"
7201,do I want you to touch that,1,want,"1,0,3,0,0,3,0"
7202,no,0,None,0
7203,you're rocking your baby,1,re,"4,5,0,0"
7204,Adam do you know why you like your blanket,1,do,"0,1,0,3,0,0,1,0,0"
7205,yes it's blue,1,re,"0,4,0"
7206,no the other one is yellow,1,is,"0,0,0,0,1,0"
7207,Mommy has a yellow one,1,has,"0,1,0,0,0"
7208,she has a blue one too,1,has,"0,1,0,0,0,0"
7209,what's Urs doing,1,s,"4,0,5"
7210,in what,0,None,"0,0"
7211,rock a bye Urs,0,None,"0,0"
7212,where's the moon,1,s,"4,0,0"
7213,are you cold,1,are,"1,0,0"
7214,yes but you shouldn't hit that should you,1,shouldn't,"0,0,0,7,3,0,7,0"
7215,come on just a little more,1,come,"1,0,0,0,0,0"
7216,your rocking chair walks when you rock,1,walks,"0,0,0,1,0,0,1"
7217,sounds like a combination of throw and,1,sounds,"1,0,0,0,0,0,0"
7218,squirrel,0,None,0
7219,let's see what's in here,1,let's,"1,3,4,0,0"
7220,a squirrel,0,None,"0,0"
7221,well you let her see,1,let,"0,0,1,0,3"
7222,she's going to show you something,3,s going to,"4,5,0,3,0,0"
7223,would you like to have this letter,1,would,"7,0,3,0,3,0,0"
7224,thank you,1,thank,"1,0"
7225,that wasn't screaming,2,wasn't,"0,2,5"
7226,he was just crying,2,was,"0,2,0,5"
7227,one for you,0,None,"0,0,0"
7228,you missed somebody,2,missed,"0,2,0"
7229,did Urs get one,2,did,"2,0,3,0"
7230,what did you give her,2,did,"0,2,0,3,0"
7231,is that shaving cream,1,is,"1,0,0,0"
7232,let me see,1,let,"1,0,3"
7233,oh you shave just like a man,1,shave,"0,0,1,0,0,0,0"
7234,what is this I've got,1,is,"0,1,0,4,8"
7235,I've got,1,ve,"4,8"
7236,what is this,1,is,"0,1,0"
7237,a sun,0,None,"0,0"
7238,what is that,1,is,"0,1,0"
7239,no that's not Stripey,1,s,"0,4,0,0"
7240,that's Colgate,1,s,"4,0"
7241,no,0,None,0
7242,open it up Adam and see what's in it,1,open,"1,0,0,0,0,1,4,0,0"
7243,and see what's in it,1,see,"0,1,4,0,0"
7244,what's in it,1,s,"4,0,0"
7245,no,0,None,0
7246,okay,0,None,0
7247,did you tell me what this was,2,did,"2,0,3,0,0,0,2"
7248,what this was,2,was,"0,0,2"
7249,do you know what that is,1,do,"1,0,3,0,0,1"
7250,what that is,1,is,"0,0,1"
7251,who was that little boy,2,was,"0,2,0,0,0"
7252,his name,0,None,"0,0"
7253,what is that,1,is,"0,1,0"
7254,bring some more,1,bring,"1,0,0"
7255,I don't think she has any more,1,don't,"0,1,3,0,1,0,0"
7256,she has any more,1,has,"0,1,0,0"
7257,what are they,1,are,"0,1,0"
7258,yes,0,None,0
7259,they are hangers,1,are,"0,1,0"
7260,where does it go,1,does,"0,1,0,3"
7261,do you know where that goes,1,does,"1,0,3,0,0,1"
7262,where that goes,1,goes,"0,0,1"
7263,where,0,None,0
7264,what do you do with those,1,do,"0,1,0,3,0,0"
7265,you've finished with those,1,ve,"4,8,0,0"
7266,wait wait,1,wait,"1,1"
7267,finished what,2,finished,"2,0"
7268,no I don't think it opens does it,1,don't,"0,0,1,3,0,1,1,0"
7269,it opens does it,1,opens,"0,1,1,0"
7270,does it,1,does,"1,0"
7271,show me please,1,show,"1,0,0"
7272,you hafta stand up and do it,1,hafta,"0,1,3,0,0,3,0"
7273,maybe you can fix it,1,can,"0,0,7,3,0"
7274,can you try,1,can,"7,0,3"
7275,please,0,None,0
7276,do you know what it is,1,do,"1,0,3,0,0,1"
7277,what is it,1,is,"0,1,0"
7278,come on fellow,1,come,"1,0,0"
7279,bring it here,1,bring,"1,0,0"
7280,I'll turn it for you,3,ll,"6,3,0,0,0"
7281,hm,0,None,0
7282,pick what up,1,pick,"1,0,0"
7283,hold your hand way way up,1,hold,"1,0,0,0,0,0"
7284,go high as you can,1,go,"1,0,0,0,7"
7285,now let go,1,let,"0,1,3"
7286,okay,0,None,0
7287,don't hold it with you,1,don't,"1,3,0,0,0"
7288,well hold your hand way way up,1,hold,"0,1,0,0,0,0,0"
7289,drop it down,1,drop,"1,0,0"
7290,now pull it back up,1,pull,"0,1,0,0,0"
7291,that's right,1,s,"4,0"
7292,you're dumping,1,re,"4,5"
7293,he was dumping trash out,2,was,"0,2,5,0,0"
7294,he was dumping trash out,2,was,"0,2,5,0,0"
7295,that's your tie,1,s,"4,0,0"
7296,can you tie your tie,1,can,"7,0,3,0,0"
7297,no,0,None,0
7298,okay,0,None,0
7299,here's the string,1,s,"4,0,0"
7300,yes it is turning around,1,is,"0,0,1,5,0"
7301,it stopped,2,stopped,"0,2"
7302,it feels a little like rubber I guess,1,feels,"0,1,0,0,0,0,0,1"
7303,I don't think so,1,don't,"0,1,3,0"
7304,I think it's all wood,1,think,"0,1,4,0,0"
7305,it's all wood,1,s,"4,0,0"
7306,but perhaps it's the paint,1,s,"0,0,4,0,0"
7307,he comes,1,comes,"0,1"
7308,he who,0,None,"0,0"
7309,he who,0,None,"0,0"
7310,hold your arm way up,1,hold,"1,0,0,0,0"
7311,what is it,1,is,"0,1,0"
7312,cardy,0,None,0
7313,what is that,1,is,"0,1,0"
7314,a word,0,None,"0,0"
7315,I didn't understand the word,2,didn't,"0,2,3,0,0"
7316,Adam,0,None,0
7317,don't be so rough,1,don't,"1,3,0,0"
7318,okay let's go,1,let's,"0,1,3"
7319,right here,0,None,"0,0"
7320,it's right here,1,s,"4,0,0"
7321,drop it on you,1,drop,"1,0,0,0"
7322,why,0,None,0
7323,why are you putting sugar in there,1,are,"0,1,0,5,0,0,0"
7324,no more,0,None,"0,0"
7325,do you want more juice,1,do,"1,0,3,0,0"
7326,how can a cracker cry,1,can,"0,7,0,0,3"
7327,crackers can't talk,1,can't,"0,7,3"
7328,you eat crackers,1,eat,"0,1,0"
7329,how can crackers talk,1,can,"0,7,0,3"
7330,can bread talk,1,can,"7,0,3"
7331,can bread cry,1,can,"7,0,3"
7332,what kind of juice did you have before,2,did,"0,0,0,0,2,0,3,0"
7333,who can't,1,can't,"0,7"
7334,hold your hand way up,1,hold,"0,0,0,0,0"
7335,what did you do,2,did,"0,2,0,3"
7336,I guess it is Shadow Gay the horse's name again,1,guess,"0,1,0,1,0,0,0,0,0,0"
7337,it is Shadow Gay the horse's name again,1,is,"0,1,0,0,0,0,0,0"
7338,Shadow Gay a horse,0,None,"0,0,0"
7339,why did you get such a soft pillow to put your head on,2,did,"0,2,0,3,0,0,0,0,0,3,0,0,0"
7340,what are you doing,1,are,"0,1,0,5"
7341,he watches Miss Jean,1,watches,"0,1,0,0"
7342,Miss Jean,0,None,"0,0"
7343,romper bomper stomper boo,0,None,"0,0,0,0"
7344,I think that was Paul dropping his pacifier in the other room,1,think,"0,1,0,2,0,5,0,0,0,0,0,0"
7345,that was Paul dropping his pacifier in the other room,2,was,"0,2,0,5,0,0,0,0,0,0"
7346,what is that Adam,1,is,"0,1,0,0"
7347,oh wheelbarrow,0,None,"0,0"
7348,what's what,1,s,"4,0"
7349,it sounded like I don't think it would be Simonize,2,sounded,"0,2,0,0,1,3,0,7,3,0"
7350,I don't think it would be Simonize,1,don't,"0,1,3,0,7,3,0"
7351,it would be Simonize,2,would,"0,7,3,0"
7352,why not,0,None,"0,0"
7353,you need a little more,1,need,"0,1,0,0,0"
7354,what are you doing,1,are,"0,1,0,5"
7355,you have some thing to show me,1,have,"0,1,0,0,0,2,0"
7356,oh that's who we thought it was,1,s,"0,4,0,0,2,0,2"
7357,we thought it was,2,thought,"0,2,0,2"
7358,it was,2,was,"0,2"
7359,okay,0,None,0
7360,Adam come back,1,come,"0,1,0"
7361,oh that was very nice of you,2,was,"0,0,2,0,0,0,0"
7362,what's what,1,s,"4,0"
7363,careful it got caught around the chair,2,got,"0,0,2,8,0,0,0"
7364,where's Cromer,1,s,"4,0"
7365,where did he go,2,did,"0,2,0,0"
7366,he went to the mountains for the summer,2,went,"0,2,0,0,0,0,0,0"
7367,what,0,None,0
7368,no Cromer,0,None,"0,0"
7369,are you going,1,are,"1,0,5"
7370,chewy chewy gobble,0,None,"0,0,0"
7371,what are you drawing,1,are,"0,1,0,5"
