,Sentence,Tense,Verb,NER Tag,encode_sent,POS,TAG
7408,you were just sleeping,2,were,"0,2,0,4","0, 266, 623, 458, 2051, 2","['PRON', 'AUX', 'ADV', 'VERB']","['PRP', 'VBD', 'RB', 'VBG']"
7409,what was the last work,2,was,"0,2,0,0,0","0, 312, 405, 272, 988, 855, 2","['PRON', 'AUX', 'DET', 'ADJ', 'NOUN']","['WP', 'VBD', 'DT', 'JJ', 'NN']"
7410,I don't know,1,don't,"0,1,0,3","0, 45, 358, 309, 378, 2","['PRON', 'AUX', 'PART', 'VERB']","['PRP', 'VBP', 'RB', 'VB']"
7411,I missed lots of that,2,missed,"0,2,0,0,0","0, 45, 2671, 1560, 340, 296, 2","['PRON', 'VERB', 'NOUN', 'ADP', 'DET']","['PRP', 'VBD', 'NNS', 'IN', 'DT']"
7412,that's right just like that,1,s,"0,4,0,0,0,0","0, 363, 279, 434, 458, 349, 296, 2","['DET', 'AUX', 'ADV', 'ADV', 'SCONJ', 'DET']","['DT', 'VBZ', 'RB', 'RB', 'IN', 'DT']"
7413,I'm not waking you up because you're not sleeping,1,m,"0,4,0,5,0,0,0,0,4,0,5","0, 45, 488, 419, 8641, 273, 403, 879, 273, 375, 419, 2051, 2","['PRON', 'AUX', 'PART', 'VERB', 'PRON', 'ADP', 'SCONJ', 'PRON', 'AUX', 'PART', 'VERB']","['PRP', 'VBP', 'RB', 'VBG', 'PRP', 'RP', 'IN', 'PRP', 'VBP', 'RB', 'VBG']"
7414,because you're not sleeping,1,re,"0,0,4,0,5","0, 1066, 273, 375, 419, 2051, 2","['SCONJ', 'PRON', 'AUX', 'PART', 'VERB']","['IN', 'PRP', 'VBP', 'RB', 'VBG']"
7415,wake you up,1,wake,"1,0,0","0, 6885, 273, 403, 2","['VERB', 'PRON', 'ADP']","['VBP', 'PRP', 'RP']"
7416,it's fourteen o'clock,1,s,"0,4,0,0,0,0","0, 274, 279, 5810, 295, 11, 2370, 2","['PRON', 'AUX', 'NUM', 'NOUN']","['PRP', 'VBZ', 'CD', 'NN']"
7417,is that time for you to get up,1,is,"1,0,0,0,0,0,3,0","0, 281, 296, 627, 397, 273, 302, 394, 403, 2","['AUX', 'DET', 'NOUN', 'ADP', 'PRON', 'PART', 'AUX', 'ADP']","['VBZ', 'DT', 'NN', 'IN', 'PRP', 'TO', 'VB', 'RP']"
7418,what time do you get up,1,do,"0,0,1,0,3,0","0, 312, 627, 299, 273, 394, 403, 2","['DET', 'NOUN', 'AUX', 'PRON', 'AUX', 'ADP']","['WDT', 'NN', 'VBP', 'PRP', 'VB', 'RP']"
7419,well then it's time for you to get up,1,s,"0,0,0,4,0,0,0,0,3,0","0, 492, 541, 290, 279, 627, 397, 273, 302, 394, 403, 2","['INTJ', 'ADV', 'PRON', 'AUX', 'NOUN', 'ADP', 'PRON', 'PART', 'AUX', 'ADP']","['UH', 'RB', 'PRP', 'VBZ', 'NN', 'IN', 'PRP', 'TO', 'VB', 'RP']"
7420,that's right,1,s,"0,4,0","0, 363, 279, 434, 2","['DET', 'AUX', 'ADJ']","['DT', 'VBZ', 'JJ']"
7421,pull it up again,1,pull,"1,0,0,0","0, 2020, 290, 403, 691, 2","['VERB', 'PRON', 'ADP', 'ADV']","['VB', 'PRP', 'RP', 'RB']"
7422,it's turning,1,s,"0,4,5","0, 274, 279, 3033, 2","['PRON', 'AUX', 'VERB']","['PRP', 'VBZ', 'VBG']"
7423,tie the string,1,tie,"1,0,0","0, 3133, 272, 2697, 2","['VERB', 'DET', 'NOUN']","['VB', 'DT', 'NN']"
7424,why are you sitting on it,1,are,"0,1,0,5,0,0","0, 601, 385, 273, 1609, 307, 290, 2","['ADV', 'AUX', 'PRON', 'VERB', 'ADP', 'PRON']","['WRB', 'VBP', 'PRP', 'VBG', 'IN', 'PRP']"
7425,I don't know,1,don't,"0,1,0,3","0, 45, 358, 309, 378, 2","['PRON', 'AUX', 'PART', 'VERB']","['PRP', 'VBP', 'RB', 'VB']"
7426,why are you sitting on it,1,are,"0,1,0,5,0,0","0, 601, 385, 273, 1609, 307, 290, 2","['ADV', 'AUX', 'PRON', 'VERB', 'ADP', 'PRON']","['WRB', 'VBP', 'PRP', 'VBG', 'IN', 'PRP']"
7427,because Shadow Gay hugged you,2,hugged,"0,0,0,0,2,0","0, 1066, 12205, 834, 289, 10486, 273, 2","['SCONJ', 'PROPN', 'PROPN', 'VERB', 'PRON']","['IN', 'NNP', 'NNP', 'VBD', 'PRP']"
7428,don't you think it would hurt if a horse hugged you,1,don't,"1,0,0,3,0,7,3,0,0,0,2,0","0, 629, 309, 273, 399, 290, 559, 1173, 518, 265, 1344, 10486, 273, 2","['AUX', 'PART', 'PRON', 'VERB', 'PRON', 'VERB', 'VERB', 'SCONJ', 'DET', 'NOUN', 'VERB', 'PRON']","['VBP', 'RB', 'PRP', 'VB', 'PRP', 'MD', 'VB', 'IN', 'DT', 'NN', 'VBD', 'PRP']"
7429,if a horse hugged you,2,hugged,"0,0,0,2,0","0, 426, 265, 1344, 10486, 273, 2","['SCONJ', 'DET', 'NOUN', 'VERB', 'PRON']","['IN', 'DT', 'NN', 'VBD', 'PRP']"
7430,if a horse hugged you,2,hugged,"0,0,0,2,0","0, 426, 265, 1344, 10486, 273, 2","['SCONJ', 'DET', 'NOUN', 'VERB', 'PRON']","['IN', 'DT', 'NN', 'VBD', 'PRP']"
7431,what,0,None,0,"0, 312, 2",['PRON'],['WP']
7432,pines,0,None,"0,0","0, 84, 2613, 2",['PROPN'],['NNP']
7433,do you know what pines are,1,do,"1,0,3,0,0,0,1","0, 410, 273, 378, 339, 2038, 297, 385, 2","['AUX', 'PRON', 'VERB', 'PRON', 'NOUN', 'AUX']","['VBP', 'PRP', 'VB', 'WP', 'NNS', 'VBP']"
7434,what pines are,1,are,"0,0,0,1","0, 312, 2038, 297, 385, 2","['PRON', 'NOUN', 'AUX']","['WP', 'NNS', 'VBP']"
7435,what,0,None,0,"0, 312, 2",['PRON'],['WP']
7436,that's right,1,s,"0,4,0","0, 363, 279, 434, 2","['DET', 'AUX', 'ADJ']","['DT', 'VBZ', 'JJ']"
7437,the yoyo ran away from you,2,ran,"0,0,2,0,0,0","0, 321, 10594, 2105, 785, 721, 273, 2","['DET', 'PROPN', 'VERB', 'ADV', 'ADP', 'PRON']","['DT', 'NNP', 'VBD', 'RB', 'IN', 'PRP']"
7438,talk to Miss Jean,1,talk,"1,0,0,0","0, 2969, 302, 2815, 6609, 2","['VERB', 'ADP', 'PROPN', 'PROPN']","['VB', 'IN', 'NNP', 'NNP']"
7439,why did I put it there,2,did,"0,2,0,3,0,0","0, 601, 407, 322, 416, 290, 386, 2","['ADV', 'AUX', 'PRON', 'VERB', 'PRON', 'ADV']","['WRB', 'VBD', 'PRP', 'VB', 'PRP', 'RB']"
7440,because I thought you were sleeping,2,thought,"0,0,2,0,2,5","0, 1066, 322, 1006, 273, 623, 2051, 2","['SCONJ', 'PRON', 'VERB', 'PRON', 'AUX', 'VERB']","['IN', 'PRP', 'VBD', 'PRP', 'VBD', 'VBG']"
7441,you were sleeping,2,were,"0,2,5","0, 266, 623, 2051, 2","['PRON', 'AUX', 'VERB']","['PRP', 'VBD', 'VBG']"
7442,oh yes,0,None,"0,0","0, 332, 860, 2","['INTJ', 'INTJ']","['UH', 'UH']"
7443,yes it goes up,1,goes,"0,0,1,0","0, 506, 290, 759, 403, 2","['INTJ', 'PRON', 'VERB', 'ADP']","['UH', 'PRP', 'VBZ', 'RP']"
7444,then what does it do,1,does,"0,0,1,0,3","0, 1070, 339, 462, 290, 299, 2","['ADV', 'PRON', 'AUX', 'PRON', 'AUX']","['RB', 'WP', 'VBZ', 'PRP', 'VB']"
7445,don't be silly pan,1,don't,"1,0,3,0,0","0, 629, 309, 372, 1178, 1214, 2","['AUX', 'PART', 'AUX', 'ADJ', 'NOUN']","['VB', 'RB', 'VB', 'JJ', 'NN']"
7446,what happened in the kitchen,2,happened,"0,2,0,0,0","0, 312, 917, 318, 272, 1567, 2","['PRON', 'VERB', 'ADP', 'DET', 'NOUN']","['WP', 'VBD', 'IN', 'DT', 'NN']"
7447,what broke,2,broke,"0,2","0, 312, 2296, 2","['PRON', 'VERB']","['WP', 'VBD']"
7448,you fell down,2,fell,"0,2,0","0, 266, 1334, 483, 2","['PRON', 'VERB', 'ADP']","['PRP', 'VBD', 'RP']"
7449,in the holes,0,None,"0,0,0","0, 268, 272, 2454, 2","['ADP', 'DET', 'NOUN']","['IN', 'DT', 'NNS']"
7450,what kind of holes,0,None,"0,0,0,0","0, 312, 549, 340, 2454, 2","['DET', 'NOUN', 'ADP', 'NOUN']","['WDT', 'NN', 'IN', 'NNS']"
7451,your holes in the kitchen,0,None,"0,0,0,0,0","0, 1009, 2454, 318, 272, 1567, 2","['DET', 'NOUN', 'ADP', 'DET', 'NOUN']","['PRP$', 'NNS', 'IN', 'DT', 'NN']"
7452,I don't think you can put holes in the floor not with your head,1,don't,"0,1,0,3,0,7,3,0,0,0,0,0,0,0,0","0, 45, 358, 309, 399, 273, 377, 416, 2454, 318, 272, 1191, 419, 392, 345, 870, 2","['PRON', 'AUX', 'PART', 'VERB', 'PRON', 'VERB', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PART', 'ADP', 'DET', 'NOUN']","['PRP', 'VBP', 'RB', 'VB', 'PRP', 'MD', 'VB', 'NNS', 'IN', 'DT', 'NN', 'RB', 'IN', 'PRP$', 'NN']"
7453,you can put holes in the floor not with your head,1,can,"0,7,0,0,0,0,0,0,0,0,0","0, 266, 377, 416, 2454, 318, 272, 1191, 419, 392, 345, 870, 2","['PRON', 'VERB', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PART', 'ADP', 'DET', 'NOUN']","['PRP', 'MD', 'VB', 'NNS', 'IN', 'DT', 'NN', 'RB', 'IN', 'PRP$', 'NN']"
7454,I don't think it's hard enough,1,don't,"0,1,0,3,0,4,0,0","0, 45, 358, 309, 399, 290, 279, 1017, 1166, 2","['PRON', 'AUX', 'PART', 'VERB', 'PRON', 'AUX', 'ADJ', 'ADV']","['PRP', 'VBP', 'RB', 'VB', 'PRP', 'VBZ', 'JJ', 'RB']"
7455,it's hard enough,1,s,"0,4,0,0","0, 274, 279, 1017, 1166, 2","['PRON', 'AUX', 'ADJ', 'ADV']","['PRP', 'VBZ', 'JJ', 'RB']"
7456,I'm not knocking you off,1,m,"0,4,0,5,0,0","0, 45, 488, 419, 6403, 273, 581, 2","['PRON', 'AUX', 'PART', 'VERB', 'PRON', 'ADP']","['PRP', 'VBP', 'RB', 'VBG', 'PRP', 'IN']"
7457,you're still there,1,re,"0,4,0,0","0, 266, 375, 839, 386, 2","['PRON', 'AUX', 'ADV', 'ADV']","['PRP', 'VBP', 'RB', 'RB']"
7458,if I had knocked you off you would have fallen on the floor,2,had,"0,0,2,8,0,0,0,7,1,8,0,0,0","0, 426, 322, 630, 3088, 273, 581, 273, 559, 381, 9425, 307, 272, 1191, 2","['SCONJ', 'PRON', 'AUX', 'VERB', 'PRON', 'ADP', 'PRON', 'VERB', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN']","['IN', 'PRP', 'VBD', 'VBN', 'PRP', 'RP', 'PRP', 'MD', 'VB', 'VBN', 'IN', 'DT', 'NN']"
7459,you would have fallen on the floor,2,would,"0,7,1,8,0,0,0","0, 266, 559, 381, 9425, 307, 272, 1191, 2","['PRON', 'VERB', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN']","['PRP', 'MD', 'VB', 'VBN', 'IN', 'DT', 'NN']"
7460,but you're still there,1,re,"0,0,4,0,0","0, 545, 273, 375, 839, 386, 2","['CCONJ', 'PRON', 'AUX', 'ADV', 'ADV']","['CC', 'PRP', 'VBP', 'RB', 'RB']"
7461,well are you ready to go to bed,1,are,"0,1,0,0,0,3,0,0","0, 492, 385, 273, 974, 302, 316, 302, 865, 2","['INTJ', 'AUX', 'PRON', 'ADJ', 'PART', 'VERB', 'ADP', 'NOUN']","['UH', 'VBP', 'PRP', 'JJ', 'TO', 'VB', 'IN', 'NN']"
7462,why are you resting like that,1,are,"0,1,0,5,0,0","0, 601, 385, 273, 7518, 349, 296, 2","['ADV', 'AUX', 'PRON', 'VERB', 'SCONJ', 'DET']","['WRB', 'VBP', 'PRP', 'VBG', 'IN', 'DT']"
7463,you try it,1,try,"0,1,0","0, 266, 674, 290, 2","['PRON', 'VERB', 'PRON']","['PRP', 'VBP', 'PRP']"
7464,why not,0,None,"0,0","0, 601, 419, 2","['ADV', 'PART']","['WRB', 'RB']"
7465,I see something on here,1,see,"0,1,0,0,0","0, 45, 384, 619, 307, 402, 2","['PRON', 'VERB', 'PRON', 'ADP', 'ADV']","['PRP', 'VBP', 'NN', 'IN', 'RB']"
7466,did you see any thing,2,did,"2,0,3,0,0","0, 546, 273, 384, 520, 532, 2","['AUX', 'PRON', 'VERB', 'DET', 'NOUN']","['VBD', 'PRP', 'VB', 'DT', 'NN']"
7467,what,0,None,0,"0, 312, 2",['PRON'],['WP']
7468,yes what is that,1,is,"0,0,1,0","0, 506, 339, 328, 296, 2","['INTJ', 'PRON', 'AUX', 'DET']","['UH', 'WP', 'VBZ', 'DT']"
7469,well that was an a,2,was,"0,0,2,0,0","0, 492, 296, 405, 413, 265, 2","['INTJ', 'DET', 'AUX', 'DET', 'NOUN']","['UH', 'DT', 'VBD', 'DT', 'NN']"
7470,I am not waking you up because you are not sleeping,1,am,"0,1,0,5,0,0,0,0,0,0,5","0, 45, 1310, 419, 8641, 273, 403, 879, 273, 385, 419, 2051, 2","['PRON', 'AUX', 'PART', 'VERB', 'PRON', 'ADP', 'SCONJ', 'PRON', 'AUX', 'PART', 'VERB']","['PRP', 'VBP', 'RB', 'VBG', 'PRP', 'RP', 'IN', 'PRP', 'VBP', 'RB', 'VBG']"
7471,because you are not sleeping,1,are,"0,0,1,0,5","0, 1066, 273, 385, 419, 2051, 2","['SCONJ', 'PRON', 'AUX', 'PART', 'VERB']","['IN', 'PRP', 'VBP', 'RB', 'VBG']"
7472,because it's not time to sleep yet,1,s,"0,0,4,0,0,0,3,0","0, 1066, 290, 279, 419, 627, 302, 931, 1159, 2","['SCONJ', 'PRON', 'AUX', 'PART', 'NOUN', 'PART', 'VERB', 'ADV']","['IN', 'PRP', 'VBZ', 'RB', 'NN', 'TO', 'VB', 'RB']"
7473,alright,0,None,0,"0, 671, 2",['INTJ'],['UH']
7474,good,0,None,0,"0, 622, 2",['ADJ'],['JJ']
7475,you feel better,1,feel,"0,1,0","0, 266, 992, 820, 2","['PRON', 'VERB', 'ADV']","['PRP', 'VBP', 'RBR']"
7476,that's very good,1,s,"0,4,0,0","0, 363, 279, 595, 455, 2","['DET', 'AUX', 'ADV', 'ADJ']","['DT', 'VBZ', 'RB', 'JJ']"
7477,oh the other one,0,None,"0,0,0,0","0, 332, 272, 617, 383, 2","['INTJ', 'DET', 'ADJ', 'NOUN']","['UH', 'DT', 'JJ', 'NN']"
7478,you gave him one before,2,gave,"0,2,0,0,0","0, 266, 1470, 502, 383, 1000, 2","['PRON', 'VERB', 'PRON', 'NOUN', 'ADP']","['PRP', 'VBD', 'PRP', 'NN', 'IN']"
7479,wait,1,wait,1,"0, 1131, 2",['VERB'],['VB']
7480,Adam,0,None,0,"0, 2637, 2",['PROPN'],['NNP']
7481,wait Adam,1,wait,"1,0","0, 1131, 1834, 2","['VERB', 'PROPN']","['VB', 'NNP']"
7482,it's a leaf,1,s,"0,4,0,0","0, 274, 279, 265, 1910, 2","['PRON', 'AUX', 'DET', 'NOUN']","['PRP', 'VBZ', 'DT', 'NN']"
7483,no that's not a leaf,1,s,"0,0,4,0,0,0","0, 286, 296, 279, 419, 265, 1910, 2","['INTJ', 'DET', 'AUX', 'PART', 'DET', 'NOUN']","['UH', 'DT', 'VBZ', 'RB', 'DT', 'NN']"
7484,what is it,1,is,"0,1,0","0, 312, 328, 290, 2","['PRON', 'AUX', 'PRON']","['WP', 'VBZ', 'PRP']"
7485,you look at it,1,look,"0,1,0,0","0, 266, 415, 396, 290, 2","['PRON', 'VERB', 'ADP', 'PRON']","['PRP', 'VBP', 'IN', 'PRP']"
7486,what do you think it is,1,do,"0,1,0,3,0,1","0, 312, 299, 273, 399, 290, 328, 2","['PRON', 'AUX', 'PRON', 'VERB', 'PRON', 'AUX']","['WP', 'VBP', 'PRP', 'VB', 'PRP', 'VBZ']"
7487,yes,0,None,0,"0, 506, 2",['INTJ'],['UH']
7488,ask her what kind of feather,1,ask,"1,0,0,0,0,0","0, 1454, 470, 339, 549, 340, 3456, 2","['VERB', 'PRON', 'PRON', 'NOUN', 'ADP', 'NOUN']","['VB', 'PRP', 'WP', 'NN', 'IN', 'NN']"
7489,you do it,1,do,"0,1,0","0, 266, 299, 290, 2","['PRON', 'AUX', 'PRON']","['PRP', 'VBP', 'PRP']"
7490,okay,0,None,0,"0, 367, 2",['INTJ'],['UH']
7491,no not that one,0,None,"0,0,0,0","0, 286, 419, 296, 383, 2","['INTJ', 'PART', 'DET', 'NUM']","['UH', 'RB', 'DT', 'CD']"
7492,do you want me to put this on you,1,do,"1,0,3,0,0,3,0,0,0","0, 410, 273, 427, 376, 302, 416, 346, 307, 273, 2","['AUX', 'PRON', 'VERB', 'PRON', 'PART', 'VERB', 'DET', 'ADP', 'PRON']","['VBP', 'PRP', 'VB', 'PRP', 'TO', 'VB', 'DT', 'IN', 'PRP']"
7493,you fell and broke your head,2,fell,"0,2,0,2,0,0","0, 266, 1334, 329, 2296, 345, 870, 2","['PRON', 'VERB', 'CCONJ', 'VERB', 'DET', 'NOUN']","['PRP', 'VBD', 'CC', 'VBD', 'PRP$', 'NN']"
7494,and broke your head,2,broke,"0,2,0,0","0, 347, 2296, 345, 870, 2","['CCONJ', 'VERB', 'DET', 'NOUN']","['CC', 'VBD', 'PRP$', 'NN']"
7495,what was that word you said,2,was,"0,2,0,0,0,2","0, 312, 405, 296, 1504, 273, 600, 2","['PRON', 'AUX', 'DET', 'NOUN', 'PRON', 'VERB']","['WP', 'VBD', 'DT', 'NN', 'PRP', 'VBD']"
7496,that word you said,2,said,"0,0,0,2","0, 363, 1504, 273, 600, 2","['DET', 'NOUN', 'PRON', 'VERB']","['DT', 'NN', 'PRP', 'VBD']"
7497,was it weeks,2,was,"2,0,0","0, 1410, 290, 2276, 2","['AUX', 'PRON', 'NOUN']","['VBD', 'PRP', 'NNS']"
7498,what does she look like when she puts this on,1,does,"0,1,0,3,0,0,0,1,0,0","0, 312, 462, 404, 415, 349, 536, 404, 3420, 346, 307, 2","['PRON', 'AUX', 'PRON', 'VERB', 'SCONJ', 'ADV', 'PRON', 'VERB', 'DET', 'ADP']","['WP', 'VBZ', 'PRP', 'VB', 'IN', 'WRB', 'PRP', 'VBZ', 'DT', 'IN']"
7499,when she puts this on,1,puts,"0,0,1,0,0","0, 952, 404, 3420, 346, 307, 2","['ADV', 'PRON', 'VERB', 'DET', 'ADP']","['WRB', 'PRP', 'VBZ', 'DT', 'IN']"
7500,like a boy,0,None,"0,0,0","0, 929, 265, 694, 2","['SCONJ', 'DET', 'NOUN']","['IN', 'DT', 'NN']"
7501,no you put it on,1,put,"0,0,1,0,0","0, 286, 273, 416, 290, 307, 2","['INTJ', 'PRON', 'VERB', 'PRON', 'ADP']","['UH', 'PRP', 'VBP', 'PRP', 'RP']"
7502,you're going to show it to her,3,re going to,"0,4,5,0,3,0,0,0","0, 266, 375, 497, 302, 873, 290, 302, 470, 2","['PRON', 'AUX', 'VERB', 'PART', 'VERB', 'PRON', 'ADP', 'PRON']","['PRP', 'VBP', 'VBG', 'TO', 'VB', 'PRP', 'IN', 'PRP']"
7503,you're just thinking,1,re,"0,4,0,5","0, 266, 375, 458, 2106, 2","['PRON', 'AUX', 'ADV', 'VERB']","['PRP', 'VBP', 'RB', 'VBG']"
7504,what're you thinking about,1,re,"0,4,0,5,0","0, 312, 375, 273, 2106, 482, 2","['PRON', 'AUX', 'PRON', 'VERB', 'ADP']","['WP', 'VBP', 'PRP', 'VBG', 'IN']"
7505,about the leaf,0,None,"0,0,0","0, 3056, 272, 1910, 2","['ADP', 'DET', 'NOUN']","['IN', 'DT', 'NN']"
7506,that's not a leaf,1,s,"0,4,0,0,0","0, 363, 279, 419, 265, 1910, 2","['DET', 'AUX', 'PART', 'DET', 'NOUN']","['DT', 'VBZ', 'RB', 'DT', 'NN']"
7507,that's a feather,1,s,"0,4,0,0","0, 363, 279, 265, 3456, 2","['DET', 'AUX', 'DET', 'NOUN']","['DT', 'VBZ', 'DT', 'NN']"
7508,feather,0,None,0,"0, 12712, 2",['PROPN'],['NNP']
7509,why would you put it on the door,1,would,"0,7,0,3,0,0,0,0","0, 601, 559, 273, 416, 290, 307, 272, 993, 2","['ADV', 'VERB', 'PRON', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN']","['WRB', 'MD', 'PRP', 'VB', 'PRP', 'IN', 'DT', 'NN']"
7510,no no no,0,None,"0,0,0","0, 286, 361, 361, 2","['INTJ', 'INTJ', 'INTJ']","['UH', 'UH', 'UH']"
7511,because that's Robin's,1,s,"0,0,4,0,0","0, 1066, 296, 279, 3560, 279, 2","['SCONJ', 'DET', 'AUX', 'PROPN', 'PART']","['IN', 'DT', 'VBZ', 'NNP', 'POS']"
7512,no it's David's,1,s,"0,0,4,0,0","0, 286, 290, 279, 2783, 279, 2","['INTJ', 'PRON', 'AUX', 'PROPN', 'PART']","['UH', 'PRP', 'VBZ', 'NNP', 'POS']"
7513,no it's David's,1,s,"0,0,4,0,0","0, 286, 290, 279, 2783, 279, 2","['INTJ', 'PRON', 'AUX', 'PROPN', 'PART']","['UH', 'PRP', 'VBZ', 'NNP', 'POS']"
7514,well she's trying,1,s,"0,0,4,5","0, 492, 404, 279, 1209, 2","['INTJ', 'PRON', 'AUX', 'VERB']","['UH', 'PRP', 'VBZ', 'VBG']"
7515,she can't blow it,1,can't,"0,7,0,3,0","0, 531, 377, 309, 1723, 290, 2","['PRON', 'VERB', 'PART', 'VERB', 'PRON']","['PRP', 'MD', 'RB', 'VB', 'PRP']"
7516,that is Ursula's,1,is,"0,1,0,0","0, 363, 328, 4436, 279, 2","['DET', 'AUX', 'PROPN', 'PART']","['DT', 'VBZ', 'NNP', 'POS']"
7517,there's a little air in there see,1,s,"0,4,0,0,0,0,0,1","0, 461, 279, 265, 439, 1276, 318, 386, 384, 2","['PRON', 'AUX', 'DET', 'ADJ', 'NOUN', 'ADP', 'ADV', 'VERB']","['EX', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'RB', 'VBP']"
7518,you cannot blow it when there's a knot see,1,cannot,"0,7,3,0,0,0,4,0,0,1","0, 266, 4265, 1723, 290, 536, 386, 279, 265, 5793, 384, 2","['PRON', 'VERB', 'PART', 'VERB', 'PRON', 'ADV', 'PRON', 'AUX', 'DET', 'NOUN', 'NOUN']","['PRP', 'MD', 'RB', 'VB', 'PRP', 'WRB', 'EX', 'VBZ', 'DT', 'NN', 'NN']"
7519,when there's a knot see,1,s,"0,0,4,0,0,1","0, 952, 386, 279, 265, 5793, 384, 2","['ADV', 'PRON', 'AUX', 'DET', 'NOUN', 'NOUN']","['WRB', 'EX', 'VBZ', 'DT', 'NN', 'NN']"
7520,what do you think that says,1,do,"0,1,0,3,0,1","0, 312, 299, 273, 399, 296, 888, 2","['PRON', 'AUX', 'PRON', 'VERB', 'DET', 'VERB']","['WP', 'VBP', 'PRP', 'VB', 'DT', 'VBZ']"
7521,that says puppy,1,says,"0,1,0","0, 363, 888, 1835, 2","['DET', 'VERB', 'PROPN']","['DT', 'VBZ', 'NNP']"
7522,oh yeah these are puppies aren't they,1,are,"0,0,0,1,0,1,0,0","0, 332, 642, 596, 385, 4468, 1372, 309, 412, 2","['INTJ', 'INTJ', 'DET', 'AUX', 'NOUN', 'AUX', 'PART', 'PRON']","['UH', 'UH', 'DT', 'VBP', 'NNS', 'VBP', 'RB', 'PRP']"
7523,what do you think they're having,1,do,"0,1,0,3,0,4,5","0, 312, 299, 273, 399, 412, 375, 1524, 2","['PRON', 'AUX', 'PRON', 'VERB', 'PRON', 'AUX', 'VERB']","['WP', 'VBP', 'PRP', 'VB', 'PRP', 'VBP', 'VBG']"
7524,they're having,1,re,"0,4,5","0, 544, 375, 1524, 2","['PRON', 'AUX', 'VERB']","['PRP', 'VBP', 'VBG']"
7525,what kind of cake,0,None,"0,0,0,0","0, 312, 549, 340, 1354, 2","['DET', 'NOUN', 'ADP', 'NOUN']","['WDT', 'NN', 'IN', 'NN']"
7526,that's right,1,s,"0,4,0","0, 363, 279, 434, 2","['DET', 'AUX', 'ADJ']","['DT', 'VBZ', 'JJ']"
7527,it's a birthday cake,1,s,"0,4,0,0,0","0, 274, 279, 265, 1305, 1354, 2","['PRON', 'AUX', 'DET', 'NOUN', 'NOUN']","['PRP', 'VBZ', 'DT', 'NN', 'NN']"
7528,oh that is you,1,is,"0,0,1,0","0, 332, 296, 328, 273, 2","['INTJ', 'DET', 'AUX', 'PRON']","['UH', 'DT', 'VBZ', 'PRP']"
7529,what do you think,1,do,"0,1,0,3","0, 312, 299, 273, 399, 2","['PRON', 'AUX', 'PRON', 'VERB']","['WP', 'VBP', 'PRP', 'VB']"
7530,what,0,None,0,"0, 312, 2",['PRON'],['WP']
7531,we went to church yesterday,2,went,"0,2,0,0,0","0, 379, 775, 302, 3847, 1568, 2","['PRON', 'VERB', 'ADP', 'NOUN', 'NOUN']","['PRP', 'VBD', 'IN', 'NN', 'NN']"
7532,and he came back and told us the public was in church,2,came,"0,0,2,0,0,2,0,0,0,2,0,0","0, 347, 301, 994, 511, 329, 1382, 715, 272, 10182, 405, 318, 3847, 2","['CCONJ', 'PRON', 'VERB', 'ADV', 'CCONJ', 'VERB', 'PRON', 'DET', 'NOUN', 'AUX', 'ADP', 'NOUN']","['CC', 'PRP', 'VBD', 'RB', 'CC', 'VBD', 'PRP', 'DT', 'NN', 'VBD', 'IN', 'NN']"
7533,and told us the public was in church,2,told,"0,2,0,0,0,2,0,0","0, 347, 1382, 715, 272, 10182, 405, 318, 3847, 2","['CCONJ', 'VERB', 'PRON', 'DET', 'NOUN', 'AUX', 'ADP', 'NOUN']","['CC', 'VBD', 'PRP', 'DT', 'NN', 'VBD', 'IN', 'NN']"
7534,the public was in church,2,was,"0,0,2,0,0","0, 321, 10182, 405, 318, 3847, 2","['DET', 'NOUN', 'AUX', 'ADP', 'NOUN']","['DT', 'NN', 'VBD', 'IN', 'NN']"
7535,we asked and he said people,2,asked,"0,2,0,0,2,0","0, 379, 1893, 329, 301, 600, 863, 2","['PRON', 'VERB', 'CCONJ', 'PRON', 'VERB', 'NOUN']","['PRP', 'VBD', 'CC', 'PRP', 'VBD', 'NNS']"
7536,he said people,2,said,"0,2,0","0, 262, 600, 863, 2","['PRON', 'VERB', 'NOUN']","['PRP', 'VBD', 'NNS']"
7537,I didn't think he knew flowers he said roses,2,didn't,"0,2,0,3,0,2,0,0,2,0","0, 45, 611, 309, 399, 301, 1954, 1682, 301, 600, 10066, 2","['PRON', 'AUX', 'PART', 'VERB', 'PRON', 'VERB', 'NOUN', 'PRON', 'VERB', 'NOUN']","['PRP', 'VBD', 'RB', 'VB', 'PRP', 'VBD', 'NNS', 'PRP', 'VBD', 'NNS']"
7538,he knew flowers he said roses,2,knew,"0,2,0,0,2,0","0, 262, 1954, 1682, 301, 600, 10066, 2","['PRON', 'VERB', 'NOUN', 'PRON', 'VERB', 'NOUN']","['PRP', 'VBD', 'NNS', 'PRP', 'VBD', 'NNS']"
7539,he said roses,2,said,"0,2,0","0, 262, 600, 10066, 2","['PRON', 'VERB', 'NOUN']","['PRP', 'VBD', 'NNS']"
